,fsq_id,name,address,locality,neighborhood,postcode,category,latitude,longitude,popularity,price,rating
0,527c07e711d255a8e45a3856,The Aeronaut,264 Acton High St,Acton,Acton,W3 9BH,Pub,51.508508,-0.275519,0.954859962445427,2.0,7.6
1,4db89f1dcda10f31e61b8ac9,The Talbot Inn,1 Mill Hill Rd,Greater London,Acton,W3 8JB,Pub,51.506495,-0.273439,0.8802819854534272,1.0,6.6
2,55d77b39498e56569779feb2,The Sheepwalk Tavern,14 Market Pl,London,Acton,W3 6QS,Pub,51.507626,-0.271289,0.8937336048196588,1.0,
3,4bf462f12d629521a21d6058,Duke of York,86 Steyne Rd,Acton,Acton,W3 9NU,Night Club,51.509316,-0.27219,0.878483466203214,1.0,
4,4bd5ff6c6f649521f71970ec,The Belvedere,108-112 High St,London,Acton,W3 6QX,Pub,51.506873,-0.268905,0.8761071842923106,1.0,5.9
5,4bcdda36fb84c9b60eae223e,The Red Lion & Pineapple,281 High St,Acton,Acton,W3 9BP,Pub,51.50824,-0.276597,0.9883003061210226,1.0,5.6
6,4c4f432ceaa1be9a7a26a645,Mill Hill Hotel,61 Gunnersbury Lane,Acton,Acton,W3 8ED,Pub,51.505603,-0.27856,0.9175546661323916,1.0,
7,539db859498eb12d43cf35e8,The Culpeper,40 Commercial St,London,Aldgate,E1 6LP,Pub,51.516814,-0.072909,0.9871913745626012,2.0,8.8
8,4bfadb48d0382d7febe2c80a,Duke of Somerset,15 Little Somerset St,Aldgate,Aldgate,E1 8AH,Arts and Entertainment,51.513626,-0.074026,0.9567050754585992,1.0,7.4
9,4c9ca3fc7c096dcb7229c3d1,Williams Wine & Ale House,22 Artillery Lane,London,Spitalfields,E1 7LS,Pub,51.518352,-0.078291,0.9611338126278416,1.0,8.0
10,4acf9957f964a520d7d420e3,The Bell,50 Middlesex St,London,Whitechapel,E1 7EX,Pub,51.515769,-0.075651,0.9769640435931246,1.0,7.2
11,5cdd51073d4791002e65b8bb,The Buxton,42 Osborn St,London,Spitalfields and Banglatown,E1 6TD,Pub,51.517236,-0.070382,0.9814696604712492,1.0,7.7
12,4b3dfea1f964a520b89725e3,The Minories,64-73 Minories,London,The City,EC3N 1JL,Pub,51.510836,-0.074717,0.9939195139338648,1.0,7.2
13,4b47ab8cf964a520e23926e3,The Castle,44 Commercial Rd,London,Aldgate,E1 1LN,Pub,51.514881,-0.06905,0.9925007338517666,1.0,7.2
14,4c87ac36821e9eb0ffcd8d89,Goodmans Field,87-91 Mansell St,London,Whitechapel,E1 8AN,Pub,51.511573,-0.072804,0.989169279800206,1.0,6.9
15,4ae19ccbf964a520688621e3,The White Hart,89 Whitechapel High St,London,Whitechapel,E1 7RA,Pub,51.515771,-0.070889,0.9939661076968236,1.0,6.8
16,4de90673e4cd15735404e49b,Hennessy's,36 Jewry St,London,The City,EC3N 2ET,Pub,51.513347,-0.076577,0.7964947512126027,1.0,6.1
17,4b5f3343f964a520d8ac29e3,Still & Star,Little Somerset St 1,London,Aldgate,E1 8AH,Pub,51.513682,-0.073992,0.8600346657596414,1.0,6.0
18,4b6c61e3f964a52071352ce3,The Three Lords,27 Minories,London,The City,EC3N 1DE,Pub,51.512432,-0.075303,0.9145516981096912,1.0,6.1
19,4bc35a8f2a89ef3bb7e4f488,The White Swan,21 Alie St,London,Whitechapel,E1 8DA,Pub,51.513533,-0.071336,0.9586480353739848,1.0,6.3
20,4bb0ed77f964a520f96a3ce3,White Horse,31 Houndsditch,London,The City,EC3A 7DB,Pub,51.514994,-0.078413,0.432648715642924,1.0,6.0
21,4b7d83dff964a520b0c32fe3,Duke of Wellington,12 Toynbee St,London,,E1 7NE,Pub,51.51787,-0.074647,0.9451498222447944,1.0,6.3
22,4bfd4dc88992a5930ee5abb0,Kings Stores Whitechapel,14 Widegate St,London,Aldgate,E1 7HP,Pub,51.517993,-0.077869,0.9670395720828808,2.0,6.2
23,4ad85419f964a520091121e3,Old Tea Warehouse London Ec3,6 Creechurch Lane,London,The City,EC3A 5AY,Pub,51.51356,-0.079011,0.9346196318160852,1.0,5.8
24,4c7fbe28fb74236a7af2fab9,The Cambridge Express,Kings Cross Station,London,,,Pub,51.513274,-0.076987,0.1060753607522097,1.0,
25,4b5f4402f964a520e3b029e3,East India Arms,67 Fenchurch St,London,The City,EC3M 4BR,Pub,51.512306,-0.079225,0.9042451577431844,1.0,5.9
26,504a2397e4b0a5cade49ae45,The Ship,3 Hart St,London,The City,EC3R 7NB,Pub,51.510809,-0.080045,0.918789400850802,1.0,6.1
27,4bc498a6920eb7139df11e2c,The Peacock,41 Minories,London,The City,EC3N 1DT,Pub,51.511842,-0.075204,0.8463803635245386,1.0,
28,4b6993d6f964a52014a82be3,Princess of Prussia,15 Prescot St,London,Whitechapel,E1 8AZ,Pub,51.511565,-0.070611,0.9234487771466912,1.0,5.9
29,4c28d4e13492a59315f6b728,The Windsor,2 New London St,London,The City,EC3R 7NA,Pub,51.511314,-0.079646,0.9332567642495376,1.0,5.8
30,4bd5e38d7b1876b09c908b86,The Zeppelin Shelter,Leman St,Poplar,,E 1 8,Pub,51.513931,-0.07091,0.3144682952739946,1.0,
31,4db2ac704159ca03c9068626,The Fen,Fenchurch St,London,The City,EC3M 4AJ,Pub,51.511554,-0.079134,0.6696036268585087,1.0,
32,4ae8c18df964a52002b221e3,Dirty Dicks,202 Bishopsgate,Bishopsgate,The City,EC2M 4NR,Beer Bar,51.518022,-0.079591,0.9878460169321734,1.0,5.8
33,4b3caee6f964a520278625e3,The Magpie,12 New St,London,The City,EC2M 4TP,Pub,51.517111,-0.079413,0.94037163185336,1.0,5.5
34,4da5e8be4df024212d52623e,The Underwriter,15 St. Mary Axe,London,The City,EC3A 8AH,Pub,51.514599,-0.081125,0.585487906588824,1.0,
35,504b5dafe4b0c450c251b36c,The British Pub,,,,,Pub,51.510511,-0.074732,0.8771811705285131,1.0,
36,4ad10ea1f964a52055dc20e3,Stone Horse Paper Cow,128-148 Bishopsgate,London,The City,EC2M 4HX,Arts and Entertainment,51.516439,-0.081104,0.5127713504270318,1.0,
37,4cf8f595466b6ea8b166648b,Scarborough Arms,35 St Mark St,Poplar,Whitechapel,E1 8DJ,Pub,51.512682,-0.07103,0.5091323775399424,1.0,
38,4ba628d5f964a520083839e3,The Bar Locks,21 White Church Lane,London,Whitechapel,E1 7QR,Pub,51.515579,-0.069175,0.8756202794693903,1.0,
39,51aa404f498e6d7f20f364f6,Black Horse,40 Leman St,London,Aldgate,E1 8EU,Pub,51.513721,-0.070763,0.9061811285941264,1.0,5.0
40,5473c010498e00c506b4c313,Temple Brew House,46 Essex St,London,Temple,WC2R 3JF,Arts and Entertainment,51.512973,-0.112974,0.9140694526630664,1.0,8.6
41,4ac518c3f964a5203ca420e3,The Porterhouse,21-22 Maiden Lane,London,Covent Garden,WC2E 7NA,Arts and Entertainment,51.510321,-0.123561,0.9874709371403544,2.0,8.3
42,4ad20d0cf964a52010df20e3,The Ship Tavern,12 Gate St,London,Holborn,WC2A 3HP,Pub,51.5172349,-0.1192033,0.9825180201378244,1.0,8.4
43,4ac518c3f964a52041a420e3,Seven Stars,53 Carey St,Holborn,Holborn,WC2A 2JB,Pub,51.51507,-0.113256,0.9796152287054856,1.0,8.2
44,4ad4dc51f964a5204bfc20e3,The Wellington,351 Strand,London,Strand,WC2R 0HS,Pub,51.511424,-0.119594,0.9957529785062972,2.0,7.4
45,4b634d25f964a520b0702ae3,Edgar Wallace,40 Essex St,London,Strand,WC2R 3JE,Pub,51.512708,-0.112861,0.9888105078254223,1.0,7.8
46,4addfc9ef964a520156721e3,The Savoy Tup,2 Savoy St,London,Covent Garden,WC2R 0BA,Arts and Entertainment,51.510945,-0.119428,0.9736558864230436,1.0,7.3
47,4b0c2752f964a520f83723e3,The White Lion,24 James St,London,Covent Garden,WC2E 8NS,Pub,51.512794,-0.123889,0.9882094482832527,1.0,7.4
48,4afb51dff964a520e41c22e3,The Nags Head,10 James St,London,Covent Garden,WC2E 8BT,Pub,51.512965,-0.123693,0.9944530125197442,1.0,7.2
49,4ad84d83f964a520fe1021e3,Nell Gwynne Tavern,2 Bull Inn Ct,London,Covent Garden,WC2R 0NP,Pub,51.510244,-0.122875,0.9405836334748232,1.0,7.2
50,4b8e9757f964a520a22a33e3,George IV,28 Portugal St,City of Westminster,Holborn,WC2A 2HE,Pub,51.514682,-0.116972,0.9737071395622982,1.0,7.0
51,508c12fae4b0772b58a73128,Philomena's,40 Great Queen St,London,Covent Garden,WC2B 5AA,Pub,51.515051,-0.121876,0.9804259601809702,,7.1
52,4b84239ef964a5202a2331e3,The George,213 Strand,London,,WC2R 1AP,Pub,51.513187,-0.113027,0.9740286365267146,2.0,7.2
53,566af633498eadbfb1b6ec53,Cheshire Cheese,5 Little Essex St,London,Covent Garden,WC2R 3LD,Pub,51.512588,-0.113117,0.9604372358716062,1.0,7.1
54,4ac518bef964a5201aa320e3,Coach & Horses,42 Wellington St,London,Covent Garden,WC2E 7BD,Beer Garden,51.512552,-0.120922,0.9414479477777103,1.0,6.7
55,4ac518bcf964a52069a220e3,The Coal Hole,91-92 Strand,London,Strand,WC2R 0DW,Pub,51.51031,-0.121462,0.9918926852451532,1.0,6.8
56,4ac518bcf964a52097a220e3,The Cross Keys,31 Endell St,London,Covent Garden,WC2H 9EB,Pub,51.514539,-0.124751,0.9759436401843248,1.0,7.0
57,4afd6abff964a520b62722e3,Shakespeares Head,64-68 Kingsway,Holborn,Holborn,WC2B 6BG,Pub,51.516833,-0.119602,0.9971554507713596,1.0,7.0
58,4aeb7215f964a52025c221e3,Lyceum Tavern,354 Strand,London,Charing Cross,WC2R 0HS,Pub,51.511308,-0.119756,0.9897074377623812,1.0,6.4
59,4b674815f964a520a3452be3,Freemasons Arms,81-82 Long Acre,London,Covent Garden,WC2E 9NG,Night Club,51.51437,-0.122565,0.9648030714608542,1.0,6.6
60,4b50c706f964a520063227e3,Ye Olde White Horse,2 St Clements Lane,Greater London,Holborn,WC2A 2HA,Pub,51.514673,-0.11716,0.9444369376715231,1.0,6.4
61,4b6099c3f964a52094ef29e3,Marquess of Anglesey,39 Bow St,London,Covent Garden,WC2E 7AU,Pub,51.512813,-0.12113,0.977369409330867,1.0,6.2
62,4fac0383e4b05cb200c3fda4,The White Swan,14 New Row,London,Covent Garden,WC2N 4LF,Pub,51.511043,-0.125503,0.9645398167001366,1.0,6.7
63,4b3a03cff964a520456025e3,The Hercules Pillars,18 Great Queen St,Holborn,Covent Garden,WC2B 5DG,Night Club,51.515856,-0.120837,0.9529635962930002,1.0,6.3
64,4b3e86b0f964a520759e25e3,Nell of Old Drury,29 Catherine St,London,Covent Garden,WC2B 5JS,Pub,51.512519,-0.120485,0.8890322941371068,1.0,5.7
65,4ad8b72ef964a520ee1321e3,The Sun Tavern,66 Long Acre,London,Covent Garden,WC2E 9JD,Pub,51.513933,-0.122647,0.9180252631382764,1.0,6.1
66,4b3a6128f964a520fb6525e3,The Devereux,20 Devereaux Ct,London,,WC2R 3JJ,Pub,51.51314,-0.11285,0.9452639769640436,1.0,6.4
67,4ad8c1c7f964a520651421e3,Crown & Anchor,22 Neal St,London,Covent Garden,WC2H 9PS,Beer Bar,51.514034,-0.12515,0.9896491955586824,1.0,6.3
68,4bb22b27f964a5209cbf3ce3,Punch & Judy,Covent Garden,London,Strand,WC2E 8RF,Pub,51.511973,-0.122923,0.9918740477399696,2.0,5.9
69,5bef0cf6780eee002ce87166,Bow Street Tavern,37 Bow St,London,,WC2E 7AU,Pub,51.512865,-0.121191,0.9689196304182722,1.0,
70,4ad0fbbdf964a520b5db20e3,Maple Leaf,41 Maiden Lane,London,Covent Garden,WC2E 7LJ,Pub,51.511006,-0.122778,0.9794405020943896,2.0,5.9
71,4b38e0aaf964a520835125e3,The Sun,21 Drury Lane,London,Strand,WC2B 5RH,Pub,51.515204,-0.123248,0.9202035215566045,1.0,6.0
72,4b8d5733f964a520b0f532e3,Courage & Co,Covent Garden,London,,WC2 E 7,Pub,51.511597,-0.122877,0.5342044813881214,1.0,
73,4b2e9f75f964a520c7e324e3,Prince of Wales,150 Drury Lane,London,Covent Garden,WC2B 5TD,Pub,51.514679,-0.121736,0.9787066503277873,1.0,5.3
74,51ba253f498e875047c204cc,Maple Tree,52-54 Maple Rd,London,Anerley,SE20 8HE,Pub,51.411429,-0.058701,0.6166824308898011,1.0,
75,5363e078498edd00c571a622,The Three Johns,73 White Lion St,London,Islington,N1 9PF,Beer Bar,51.532948,-0.109065,0.9823549419674682,1.0,9.0
76,4ac518c5f964a520e2a420e3,Charles Lamb Pub,16 Elia St,London,Islington,N1 8DE,Pub,51.531985,-0.101773,0.9531266744633564,2.0,8.3
77,4cb5ee61f6616dcbfe42db08,The Harlequin,27 Arlington Way,Islington,The City,EC1R 1UY,Pub,51.529835,-0.106196,0.8852954743478038,1.0,7.4
78,5b5218ee835c9a00390ed6f2,The George and Monkey,,London,,EC1R 1UU,Pub,51.529867,-0.11036,0.9665247110021852,1.0,7.7
79,4ac518c5f964a520c4a420e3,Camden Head,2 Camden Walk,Islington,Islington,N1 8DY,Pub,51.535608,-0.102957,0.9755918572739852,2.0,7.5
80,4e31db1fa809189f7a22b81a,The Alma,78 Chapel Market,Islington,Islington,N1 9EX,Pub,51.533359,-0.109548,0.969140950792327,1.0,7.2
81,4ada41e3f964a5209a2021e3,Shakespeares Head,1 Arlington Way,London,Clerkenwell,EC1R 1XA,Pub,51.529373,-0.106844,0.8955274646935761,1.0,6.9
82,4ac518e8f964a52098ab20e3,Old Red Lion Theatre,418 St John St,Islington,Clerkenwell,EC1V 4NJ,Music Venue,51.531414,-0.105968,0.9747927742392404,1.0,6.4
83,4b6de492f964a52077992ce3,The Castle,54 Pentonville Rd,Islington,Islington,N1 9HF,Pub,51.531977,-0.109015,0.9586293978688012,2.0,6.7
84,52f51ceb498eafff7e3061b7,The Joker of Penton Street,58 Penton St,London,Islington,N1 9PZ,Pub,51.533503,-0.111109,0.240256079321222,1.0,6.8
85,4b4ee026f964a520a9f626e3,The Angel,3-5 Islington High St,Islington,Islington,N1 9LQ,Pub,51.53215,-0.106436,0.987911248200316,1.0,5.4
86,54d927e3498eb8302660c1a1,The Brew House,,,,,Pub,51.531612,-0.104016,0.8108572786446806,1.0,
87,4bc2232d461576b050e97c32,The York,82 Islington High St,London,Islington,N1 8EQ,Pub,51.533785,-0.104983,0.9860288601767768,2.0,5.6
88,4dd97656d4c05d50971b5fd4,Duke of York,Islington High St,Islington,,,Pub,51.533673,-0.105051,0.8559949865111056,1.0,
89,51783718e4b01ba111d476f6,Jury's Inn Pub,,,,,Pub,51.53101,-0.110062,0.0785454359079493,1.0,
90,4c5dbb137735c9b67cf38f72,Lord Wolseley,55 White Lion St,Islington,Islington,N1 9PP,Pub,51.532746,-0.111112,0.2765293237847182,1.0,
91,4bd2f798046076b086d97471,Prince of Wales,Vincent Terrace,Islington,,N 1 8,Pub,51.532585,-0.100492,0.1486014882047889,1.0,
92,55db3cd1498e500ec06650ee,Simmons Bar,68 Amwell St,London,,EC1R 1UU,Pub,51.5305712,-0.1107497,0.836663234259462,1.0,
93,608c380133f13821129d809e,Day & Night,,London,,N1 9PZ,Pub,51.533432,-0.111182,0.9302468071623932,1.0,
94,4b9bc2e7f964a5202c2236e3,The Steam Passage Tavern,44-46 Upper St,London,,N1 0PN,Pub,51.53515,-0.104702,0.9576485991585166,1.0,5.2
95,4bc8cee792b376b0673f523a,The Charlotte Despard,17-19 Archway Rd,Islington,Upper Holloway,N19 3TX,Pub,51.568241,-0.136524,0.9610988673056224,1.0,7.7
96,4df25a25d1649c8a28dec4a5,Oak & Pastor,86 Junction Rd,Junction,Archway,N19 5QZ,Pub,51.562509,-0.136529,0.9536345464796082,1.0,7.4
97,4b294b15f964a5206f9c24e3,The Mother Redcap,665 Holloway Rd,London,Archway,N19 5SE,Pub,51.565005,-0.132809,0.9429529263212826,1.0,6.1
98,4b5b6d7bf964a52041fd28e3,Dusk Till Dawn,"1 Archway Close, Archway",London,Archway,N19 3TD,Arts and Entertainment,51.566014,-0.134396,0.2161274991729607,1.0,
99,4ac518c5f964a520a3a420e3,Archway Tavern,"Archway Tavern, Archway Close, Archway Rd",London,Upper Holloway,N19 3TD,Pub,51.565954,-0.134524,0.9648822808578844,1.0,
100,4e2f2a62c65b80dfd83e3d7e,Phelan's Pub,,,,,Pub,51.565108,-0.13293,0.4925729541843529,1.0,
101,4adba164f964a520892921e3,Whittington & Cat,89 Highgate Hill,London,Upper Holloway,N19 5NE,Pub,51.567333,-0.138635,0.9094333732486568,1.0,
102,4c8b9cc13dc2a1cd8cb0b732,Drum & Monkey,Junction Rd,London,Upper Holloway,N19 5QZ,Pub,51.562569,-0.136401,0.7918516827337493,1.0,
103,4f64ef0fe4b0777dfcdc2052,The Magnet,23 Archway Rd,London,Archway,N19 3TU,Pub,51.568763,-0.13694,0.0311688977313496,1.0,
104,60cd1824dbc9365fece3455d,Brendan the Navigator,90 Highgate Hill,London,,N19 5NQ,Pub,51.5685,-0.14017,0.9829629905740818,1.0,
105,4ad20d96f964a52011df20e3,The Bedford,77 Bedford Hill,Balham,Balham,SW12 9HD,Pub,51.442618,-0.149289,0.9827393405118792,2.0,7.9
106,51f1745d498e766a81a58b41,Hagen & Hyde,157 Balham High Rd,London,Balham,SW12 9AU,Pub,51.443835,-0.15221,0.9765586778553824,1.0,7.3
107,4afa7bebf964a520f41722e3,The Devonshire,39 Balham High Rd,Balham,Balham,SW12 9AN,Pub,51.446854,-0.149008,0.97800075481896,1.0,7.1
108,4c12391577cea593a299cc60,The Grove Pub,39 Oldridge Rd,London,Balham,SW12 8PN,Pub,51.448384,-0.151007,0.9597662856849982,1.0,7.3
109,4bae403cf964a52090983be3,The Regent,21 Chestnut Grove,Wandsworth,Balham,SE20 8PQ,Pub,51.4440292,-0.1537279,0.9686330787760752,2.0,6.2
110,509fdd64e4b01718b36b7a39,Prince of Wales,270 Cavendish Rd,Balham,Balham,SW12 0BT,Arts and Entertainment,51.446575,-0.145701,0.8857474338485051,1.0,
111,4ac518bef964a52010a320e3,Founder's Arms,52 Hopton St,South Bank,Southwark,SE1 9JH,Pub,51.508517,-0.101674,0.9932439043709608,2.0,8.2
112,59d77aa1029a552c5f80b296,Mc & Sons,160 Union St,London,Southwark,SE1 0LH,Pub,51.503837,-0.099943,0.947891865194925,,7.9
113,4ac518bef964a520faa220e3,Anchor Bankside,34 Park St,South Bank,Southwark,SE1 9EF,Arts and Entertainment,51.507187,-0.092961,0.9933324325205828,1.0,7.5
114,5a283f824f0e581478f1e5ee,The Charlotte,204 Union St,Southwark,,SE1 0LX,Pub,51.503853,-0.101948,0.9475237744675498,1.0,7.3
115,4ac518c1f964a520e2a320e3,Samuel Pepys,Stew Lane,London,The City,EC4V 3PT,Pub,51.510617,-0.096002,0.9540771872277176,1.0,6.9
116,4c07de0d708c2d7f0da0ca63,Doggetts Coat & Badge,1 Blackfriars Bridge,London,Waterloo,SE1 9UD,Pub,51.508486,-0.104715,0.994164131189399,2.0,6.5
117,4b43bb69f964a520e3e725e3,Rose & Crown,47 Colombo St,Blackfriars,Waterloo,SE1 8DP,Pub,51.505588,-0.105379,0.9430065091486852,1.0,6.3
118,4ad89b5ff964a520c81221e3,Prince William Henry,217 Blackfriars Rd,London,Waterloo,SE1 8NL,Pub,51.505268,-0.104109,0.9552979438172406,1.0,5.7
119,4ffc0faf64a48317fd8ac5cc,The reUNION Public House,100 Union St,London,,SE1 0NL,Beer Garden,51.503992,-0.097743,0.8943929065655272,1.0,
120,4bf686f394b2a593e092adee,The Rose & Crown,65 Union St,London,Southwark,SE1 1SG,Pub,51.503844,-0.095087,0.9476752041971662,1.0,5.6
121,4b744df5f964a520e3d32de3,The Union Jack,225 Union St,London,Southwark,SE1 0LR,Pub,51.503489,-0.10162,0.9357798165137616,1.0,5.2
122,4ac518bef964a520ffa220e3,Fox & Anchor,115 Charterhouse St,Clerkenwell,Clerkenwell,EC1M 6AA,Pub,51.520409,-0.100667,0.9699563416441076,1.0,7.2
123,4ac518c5f964a520afa420e3,The Slaughtered Lamb,34-35 Great Sutton St,Clerkenwell,Clerkenwell,EC1V 0DX,Concert Hall,51.523305,-0.101194,0.9549717874765284,3.0,7.4
124,4ada5f87f964a520fc2121e3,The Bishops Finger,9-10 West Smithfield,London,The City,EC1A 9JR,Pub,51.518457,-0.101946,0.9184329585641666,1.0,6.9
125,4ba28b8df964a520c30238e3,The Shakespeare,2 Goswell Rd,London,The City,EC1M 7AA,Pub,51.521814,-0.097155,0.9565722832341664,1.0,6.0
126,4b74769bf964a52023de2de3,Sutton Arms,16 Great Sutton St,Clerkenwell,Clerkenwell,EC1V 0DH,Pub,51.523344,-0.100346,0.9786204518663132,1.0,6.3
127,4b0c4f86f964a520f13a23e3,Butchers Hook & Cleaver,61 West Smithfield,Farringdon,The City,EC1A 9DY,Pub,51.51874,-0.100491,0.9588250916732286,1.0,5.8
128,4cc707f30a8c95218e16bda6,The Rising Sun,38 Cloth Fair,London,The City,EC1A 7JQ,Pub,51.519147,-0.099877,0.0977513849996039,1.0,
129,5112b735e4b00ee93b8ae1c3,The Castle,34-35 Cowcross St,Farringdon,The City,EC1M 6DB,Pub,51.520295,-0.104307,0.9831843109481364,2.0,6.0
130,4af49568f964a52010f421e3,Lord Raglan,,London,The City,EC1A 4ER,Pub,51.516534,-0.096705,0.9721392594387316,3.0,6.0
131,4c1905d2f551ef3bd11d4768,Wood Street Bar & Restaurant,53 Fore St,London,The City,EC2Y 5EJ,Pub,51.518761,-0.092969,0.9521947992041784,1.0,5.7
132,5b881fa598fbfc002c368d32,The Lamb and Trotter,6 Little Britain,London,,EC1A 7BX,Pub,51.517107,-0.098372,0.5632906379152087,1.0,
133,4c87aaf9821e9eb0ebcc8d89,The Sir John Oldcastle,29-35 Farringdon Rd,London,Clerkenwell,EC1M 3JF,Night Club,51.519845,-0.105863,0.9928525167621062,2.0,5.7
134,4ad9f6ddf964a520751c21e3,The Three Compasses,66 Cowcross St,London,The City,EC1M 6BP,Pub,51.520043,-0.103911,0.9429505966331349,1.0,4.8
135,4ae83bfef964a52047ae21e3,The Drapers Arms,44 Barnsbury St,Islington,Islington,N1 1ER,Pub,51.540551,-0.108377,0.9612759236048662,2.0,8.5
136,4ad870d4f964a520661121e3,Hemingford Arms Islington,158 Hemingford Rd,London,Islington,N1 1DF,Pub,51.543038,-0.113094,0.951169736419083,1.0,8.0
137,4c5434e8a724e21e447800f6,Tarmon Arms,,,Pentonville,,Pub,51.537954,-0.115455,0.8471072262266973,1.0,
138,4c544f5ba724e21eda772ef6,Prince of Wales,,,,,Pub,51.540987,-0.116541,0.8644401060474045,1.0,
139,4b6728c9f964a520823e2be3,The Woodman,60 Battersea High St,Wandsworth,Battersea,SW11 3HX,Pub,51.473515,-0.17383,0.964181044725353,1.0,8.4
140,50955321498e4ddf6826dede,The Candlemaker,136 Battersea High St,London,Battersea,SW11 3JR,Pub,51.470545,-0.172519,0.9087927090079722,1.0,6.8
141,4bb4f358c29a95219dffa735,Duke of Cambridge,228 Battersea Bridge Rd,Battersea,Battersea,SW11 3AA,Pub,51.472797,-0.166029,0.9621821722944168,1.0,7.7
142,4ad06911f964a520fcd720e3,The Latchmere,503 Battersea Park Rd,London,Battersea,SW11 3BW,Pub,51.47201,-0.165499,0.966408226594788,1.0,6.9
