,fsq_id,popularity,price,rating
0,4bc1e42eabf49521c690c193,0.9395506925852637,1.0,8.1
1,4b995bccf964a5209f7535e3,0.9827680130368991,1.0,7.6
2,4bb4da3fa7059521b8cc1bce,0.9873751600512164,1.0,7.7
3,4dc436e5ae608779d11bd561,0.9508951228029333,1.0,7.4
4,4d72b1e78e12b1f793863f05,0.3777767431032476,1.0,6.6
5,4c0bab78ffb8c9b6e9886d61,0.246145966709347,1.0,6.8
6,4c48afa4fbafc9289b04eed9,0.9721663862841196,1.0,7.2
7,4db2cbb5cda1c57c8236c09f,0.967386800139681,1.0,6.1
8,4acf9e8df964a52000d520e3,0.9514980793854033,1.0,6.5
9,4cdef85ef8a4a1430711dbbc,0.3776021417762775,1.0,
10,4ad6f668f964a520700821e3,0.89875451053428,1.0,
11,4ceee8c87db3224b3c092a2e,0.4455476661622628,1.0,
12,4c17db06fe5a76b0602f0115,0.8880013968106157,1.0,5.6
13,4d85f8b4f9f3a1cd9bfad564,0.8782353625887557,1.0,
14,4bab3463f964a52050993ae3,0.9352252357117914,1.0,5.6
15,4c4487a1dcd61b8dfe747b56,0.9672191828657898,1.0,5.7
16,4c3889183849c928a797bfb1,0.27159585612850656,1.0,
17,4c08053e6071a5936899db32,0.9516005121638924,1.0,6.7
18,4cbb68b59552b60cbde6df8b,0.946253055523222,1.0,7.1
19,4c48b1f49e3e2d7fe72aca47,0.8890862530555232,1.0,6.8
20,4b6dd03ff964a5204c922ce3,0.9505971365382377,1.0,6.2
21,4c96019e6b35a1435df729dc,0.9660365498777791,1.0,6.8
22,4c432c00cc410f4730caad61,0.9428588057269235,1.0,6.6
23,4d1a64e59aa55481dbd2c5e0,0.9034873705040158,1.0,
24,4adc754ff964a5206d2c21e3,0.9956908392503783,1.0,6.1
25,4c585c4412f0d13a963b09ad,0.8951088348271447,1.0,
26,4c38619eae2da593c98600c6,0.9587754626935164,1.0,6.1
27,4c9f404b0df79c74e80c231a,0.9038924455825864,1.0,6.2
28,4cfbd4bcdccef04d4f42bd9c,0.8989593760912583,1.0,6.1
29,4acfd0e5f964a5203fd620e3,0.9754999417995577,1.0,
30,4bf6a8c15efe2d7fcd876734,0.9629891747177278,1.0,5.8
31,4c80f305d34ca14375621d80,0.9698032825049471,1.0,
32,4d7a945f7ea26ea8989ac68f,0.9372878593877313,1.0,
33,4c87aa51821e9eb051cc8d89,0.9383750436503318,1.0,5.6
34,4e7e1139b8038046341bbeaf,0.8957280875334652,1.0,
35,4d4550223616b60c346fedc2,0.952573623559539,1.0,
36,4ebd9cedd3e3700a5a84c614,0.45449656617390294,1.0,
37,4bae78d2f964a520aab63be3,0.9534466301943895,1.0,
