,fsq_id,categories,geocodes,location,name
20,4bb0ed77f964a520f96a3ce3,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]","{'main': {'latitude': 51.514994, 'longitude': -0.078413}, 'roof': {'latitude': 51.514994, 'longitude': -0.078413}}","{'address': '31 Houndsditch', 'admin_region': 'England', 'country': 'GB', 'cross_street': '', 'formatted_address': '31 Houndsditch, London, Greater London, EC3A 7DB', 'locality': 'London', 'neighborhood': ['The City'], 'post_town': 'London', 'postcode': 'EC3A 7DB', 'region': 'Greater London'}",White Horse
21,4b7d83dff964a520b0c32fe3,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]","{'main': {'latitude': 51.51787, 'longitude': -0.074647}, 'roof': {'latitude': 51.51787, 'longitude': -0.074647}}","{'address': '12 Toynbee St', 'admin_region': 'England', 'country': 'GB', 'cross_street': 'Brune St', 'formatted_address': '12 Toynbee St (Brune St), London, Greater London, E1 7NE', 'locality': 'London', 'post_town': 'London', 'postcode': 'E1 7NE', 'region': 'Greater London'}",Duke of Wellington
22,4bfd4dc88992a5930ee5abb0,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]","{'main': {'latitude': 51.517993, 'longitude': -0.077869}, 'roof': {'latitude': 51.517993, 'longitude': -0.077869}}","{'address': '14 Widegate St', 'admin_region': 'England', 'country': 'GB', 'cross_street': '', 'formatted_address': '14 Widegate St, London, Greater London, E1 7HP', 'locality': 'London', 'neighborhood': ['Aldgate'], 'post_town': 'London', 'postcode': 'E1 7HP', 'region': 'Greater London'}",Kings Stores Whitechapel
23,4ad85419f964a520091121e3,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]","{'main': {'latitude': 51.51356, 'longitude': -0.079011}, 'roof': {'latitude': 51.51356, 'longitude': -0.079011}}","{'address': '6 Creechurch Lane', 'admin_region': 'England', 'country': 'GB', 'cross_street': 'near Leadenhall St', 'formatted_address': '6 Creechurch Lane (near Leadenhall St), London, Greater London, EC3A 5AY', 'locality': 'London', 'neighborhood': ['The City'], 'post_town': 'London', 'postcode': 'EC3A 5AY', 'region': 'Greater London'}",Old Tea Warehouse London Ec3
24,4c7fbe28fb74236a7af2fab9,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]","{'main': {'latitude': 51.513274, 'longitude': -0.076987}, 'roof': {'latitude': 51.513274, 'longitude': -0.076987}}","{'address': 'Kings Cross Station', 'admin_region': 'England', 'country': 'GB', 'cross_street': '', 'formatted_address': 'Kings Cross Station, London', 'locality': 'London', 'postcode': ''}",The Cambridge Express
25,4b5f4402f964a520e3b029e3,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]","{'main': {'latitude': 51.512306, 'longitude': -0.079225}, 'roof': {'latitude': 51.512306, 'longitude': -0.079225}}","{'address': '67 Fenchurch St', 'admin_region': 'England', 'country': 'GB', 'formatted_address': '67 Fenchurch St, London, Greater London, EC3M 4BR', 'locality': 'London', 'neighborhood': ['The City'], 'post_town': 'London', 'postcode': 'EC3M 4BR', 'region': 'Greater London'}",East India Arms
26,504a2397e4b0a5cade49ae45,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]","{'main': {'latitude': 51.510809, 'longitude': -0.080045}, 'roof': {'latitude': 51.510809, 'longitude': -0.080045}}","{'address': '3 Hart St', 'admin_region': 'England', 'country': 'GB', 'formatted_address': '3 Hart St, London, Greater London, EC3R 7NB', 'locality': 'London', 'neighborhood': ['The City'], 'post_town': 'London', 'postcode': 'EC3R 7NB', 'region': 'Greater London'}",The Ship
27,4bc498a6920eb7139df11e2c,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]","{'main': {'latitude': 51.511842, 'longitude': -0.075204}, 'roof': {'latitude': 51.511842, 'longitude': -0.075204}}","{'address': '41 Minories', 'admin_region': 'England', 'country': 'GB', 'formatted_address': '41 Minories, London, Greater London, EC3N 1DT', 'locality': 'London', 'neighborhood': ['The City'], 'post_town': 'London', 'postcode': 'EC3N 1DT', 'region': 'Greater London'}",The Peacock
28,4b6993d6f964a52014a82be3,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]","{'main': {'latitude': 51.511565, 'longitude': -0.070611}, 'roof': {'latitude': 51.511565, 'longitude': -0.070611}}","{'address': '15 Prescot St', 'admin_region': 'England', 'country': 'GB', 'formatted_address': '15 Prescot St, Tower Hamlets, Greater London, E1 8AZ', 'locality': 'London', 'neighborhood': ['Whitechapel'], 'post_town': 'London', 'postcode': 'E1 8AZ', 'region': 'Greater London'}",Princess of Prussia
29,4c28d4e13492a59315f6b728,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13022, 'name': 'Sports Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_', 'suffix': '.png'}}, {'id': 13057, 'name': 'Gastropub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}]","{'main': {'latitude': 51.511314, 'longitude': -0.079646}, 'roof': {'latitude': 51.511314, 'longitude': -0.079646}}","{'address': '2 New London St', 'admin_region': 'England', 'country': 'GB', 'cross_street': 'at Fenchurch Pl.', 'formatted_address': '2 New London St (at Fenchurch Pl.), London, Greater London, EC3R 7NA', 'locality': 'London', 'neighborhood': ['The City'], 'post_town': 'London', 'postcode': 'EC3R 7NA', 'region': 'Greater London'}",The Windsor
