,name,postcode,borough,latitude,longitude,price,rating,popularity,number_of_crimes,number_of_metro,number_of_police,distance_metro,distance_police,metro,police
249,Cutty Sark Tavern,SE10 9PD,Royal Borough of Greenwich,51.486376,-0.000292,2.0,8.9,0.9762891397974623,58,0,0.0,1600.0412931849694,570.7459306830323,0,0
250,Plume of Feathers,SE10 9LZ,Royal Borough of Greenwich,51.48197,-0.000874,1.0,8.1,0.9340635548830172,33,0,0.0,2090.195491396281,776.1788099942307,0,0
251,The Duke,SE8 3BU,Royal Borough of Greenwich,51.481192,-0.020377,2.0,8.6,0.9642346641834478,107,0,0.0,1027.58355534092,797.7497791967668,0,0
252,Trafalgar Tavern,SE10 9NW,Royal Borough of Greenwich,51.484464,-0.004294,2.0,7.9,0.990981259457572,37,0,0.0,1871.3766289757527,590.3888801664889,0,0
253,The River Ale House,SE10 0RJ,Royal Borough of Greenwich,51.486287,0.013286,1.0,8.7,0.9931230357350715,81,0,1.0,1722.9354669789475,293.24634807480805,0,1
254,The Vanbrugh,SE10 9EZ,Royal Borough of Greenwich,51.483457,0.008083,1.0,8.2,0.9689977883831916,68,0,0.0,1926.929351898397,693.7174968403518,0,0
255,Richard the First,SE10 8RT,Royal Borough of Greenwich,51.476648,-0.009698,1.0,8.1,0.9524246304271912,98,0,1.0,1676.7397976024365,150.71204970262326,0,1
256,The Dog & Bell,SE8 3JD,London Borough of Lewisham,51.483374,-0.02591,1.0,8.7,0.9761145384704925,82,0,0.0,866.892019396943,598.518685700026,0,0
257,The Gipsy Moth,SE10 9BL,Royal Borough of Greenwich,51.48227,-0.009748,2.0,7.8,0.9784984285880572,100,0,1.0,1758.1013949710862,477.2275924277155,0,1
258,The Greenwich Union,SE10 8RT,Royal Borough of Greenwich,51.47643,-0.00974,2.0,8.0,0.7070701897334419,89,0,1.0,1675.1647196222036,174.2282825261107,0,1
259,Royal Albert,SE14 6TJ,London Borough of Lewisham,51.4751632,-0.0286207,1.0,8.7,0.9701105808404143,197,0,0.0,438.8508374464445,522.6571328898498,1,0
260,The Brookmill,SE8 4EJ,London Borough of Lewisham,51.470842,-0.022017,1.0,8.5,0.955807240135025,138,0,0.0,1095.9215449333487,1079.4111977778448,0,0
261,Job Centre,SE8 4NS,London Borough of Lewisham,51.478351,-0.025767,1.0,8.2,0.923906413688744,162,0,2.0,572.6146285692179,433.99072296551134,0,1
262,The Bird's Nest,SE8 4RZ,London Borough of Lewisham,51.476173,-0.02252,1.0,8.1,0.9388569433127693,134,0,0.0,797.9124682353915,737.0403952791688,0,0
263,The Pelton Arms,SE10 9PQ,Royal Borough of Greenwich,51.486786,0.002794,2.0,7.7,0.9835711791409616,81,0,0.0,1532.6171463276155,730.2828660525521,0,0
264,The Guildford Arms,SE10 8JY,Royal Borough of Greenwich,51.474197,-0.01604,1.0,7.7,0.9545058782446748,125,0,0.0,1284.8392912905251,589.8738027949531,0,0
265,Greenwich Tavern,SE10 9JH,Royal Borough of Greenwich,51.479844,-0.007202,1.0,7.4,0.983198696310092,102,0,1.0,1868.132880196904,287.0196771267176,0,1
266,The Ship & Whale,SE16 7LT,London Borough of Southwark,51.496846,-0.034081,1.0,8.5,0.9633849377255268,24,0,0.0,1037.4259868772454,1140.6943550249723,0,0
267,Princess of Wales,SE3 0RL,London Borough of Lewisham,51.469343,0.010453,1.0,8.0,0.9677546269351648,34,0,0.0,3197.5420125689766,656.0926953114785,0,0
268,Coach & Horses,SE10 9HZ,Royal Borough of Greenwich,51.481547,-0.009,1.0,7.2,0.9795134443021768,116,0,1.0,1784.8046577343634,403.21815580107307,0,1
269,Kings Arms,SE10 9JH,Royal Borough of Greenwich,51.480781,-0.008003,1.0,7.1,0.9573972762192992,117,0,1.0,1832.01778211618,342.58943171096865,0,1
270,The Ship,E14 3AG,London Borough of Tower Hamlets,51.487743,-0.01785,1.0,7.4,0.9682318705622164,45,0,0.0,1601.4424161790723,792.2319863492463,0,0
271,Rose of Denmark,SE7 7AL,Royal Borough of Greenwich,51.487224,0.026848,1.0,7.7,0.9796624374345244,83,0,0.0,2188.4541844612654,673.9022712993552,0,0
272,Ashburnham Arms,SE10 8UH,Royal Borough of Greenwich,51.475746,-0.015279,1.0,7.1,0.9453847049237574,124,0,1.0,1300.8378418175946,437.9682142638287,0,1
273,The Royal Standard,SE3 7JQ,Royal Borough of Greenwich,51.476802,0.018752,1.0,7.2,0.979541380514492,55,0,0.0,2842.4555926986477,995.579876584458,0,0
274,The Dacre Arms,SE13 5BU,London Borough of Lewisham,51.461017,0.003367,1.0,7.3,0.9821906646490514,63,0,0.0,3156.051818698885,961.1896354735172,0,0
275,Fox & Firkin,SE13 6JZ,London Borough of Lewisham,51.456978,-0.01409,1.0,7.4,0.9893702712140612,171,0,0.0,2649.068905090399,792.8053049377157,0,0
276,Ye Olde Rose & Crown Greenwich,SE10 8ER,Royal Borough of Greenwich,51.479438,-0.007815,1.0,6.5,0.9313770224653708,103,0,1.0,1819.8921600815977,225.0551476182136,0,1
277,The Yacht,SE10 9NP,Royal Borough of Greenwich,51.484648,-0.003816,1.0,6.4,0.9468769642649284,38,0,0.0,1842.3228468769796,581.6807135499415,0,0
278,The Crown,SE3 0BS,London Borough of Lewisham,51.466605,0.007321,1.0,6.9,0.9665556978233034,43,0,0.0,3094.3998976153352,767.6353552298973,0,0
279,The Walpole,SE14 6LA,London Borough of Lewisham,51.476014,-0.033137,1.0,6.9,0.9132021883366314,175,0,2.0,158.62099821360283,388.9779985997874,1,1
280,The Ferry House,E14 3DT,London Borough of Tower Hamlets,51.48654,-0.013367,1.0,6.5,0.9663857525317192,62,0,0.0,1749.1142099340589,565.3050465354268,0,0
281,The Gate Clock,SE10 9RB,Royal Borough of Greenwich,51.481517,-0.010847,1.0,6.4,0.9905063438482132,127,0,1.0,1660.722731137308,396.5927899273605,0,1
282,The Observatory,SE10 0DY,Royal Borough of Greenwich,51.503961,0.00357,1.0,7.0,0.9710185077406588,39,1,0.0,378.1801687841649,1352.8766253990805,1,0
283,The Oystercatcher,SE10 9FR,Royal Borough of Greenwich,51.482964,-0.014723,1.0,6.4,0.9429635665231056,127,0,0.0,1465.6596970930214,640.6340559621448,0,0
284,Hardys Freehouse,SE10 9UW,Royal Borough of Greenwich,51.483967,0.001441,1.0,6.2,0.92735420789198,65,0,0.0,1851.1046234144533,841.6476353889218,0,0
285,Enderby House,SE10 0TH,Royal Borough of Greenwich,51.490425,0.003124,1.0,6.4,0.9673705040158304,38,0,0.0,1127.4437952574974,692.6206231635603,0,0
286,Anchor & Hope,SE7 7SS,Royal Borough of Greenwich,51.493575,0.02862,1.0,6.8,0.9629775346292632,2,0,0.0,1898.1880060104263,1168.1975285405765,0,0
287,Suttons Radio,SE13 6AA,London Borough of Lewisham,51.46032,-0.010774,1.0,6.4,0.8636130834594343,190,0,2.0,2480.601564827359,370.8249879509912,0,1
288,Admiral Hardy,SE10 9HY,Royal Borough of Greenwich,51.481971,-0.009199,1.0,5.6,0.8663531602840182,118,0,1.0,1784.4578598922783,447.5668025770595,0,1
289,The Brockley Barge,SE4 2RR,London Borough of Lewisham,51.464126,-0.036442,1.0,6.3,0.9960121056920032,78,0,1.0,1333.463317153108,339.90583601772624,0,1
290,Spanish Galleon,SE10 9BL,Royal Borough of Greenwich,51.481671,-0.009839,1.0,5.2,0.8850517983936678,116,0,1.0,1732.5367702052338,410.41024061725415,0,1
291,The Amersham Arms,SE14 6TY,London Borough of Lewisham,51.475719,-0.032494,1.0,5.9,0.9645349784658364,187,0,2.0,206.52864777579407,414.13808323351947,1,1
292,The Railway,SE3 9LE,London Borough of Lewisham,51.465651,0.008934,1.0,5.9,0.9692631824001864,43,0,0.0,3238.933484269002,911.1766421152088,0,0
293,The Wickham Arms,SE4 1TF,London Borough of Lewisham,51.468624,-0.032697,1.0,6.0,0.9562588755674544,72,0,0.0,967.9622267733027,893.2478454684025,0,0
294,The Lord Nelson,E14 3BD,London Borough of Tower Hamlets,51.487362,-0.013141,1.0,5.2,0.8469747410080316,54,0,0.0,1816.306232015378,502.8400840580752,0,0
295,The Watch House,SE13 6JP,London Borough of Lewisham,51.459952,-0.01173,1.0,5.9,0.9347316959608892,186,0,2.0,2470.338046373005,426.3567052221541,0,1
296,Marquis of Granby,SE14 6AG,London Borough of Lewisham,51.475564,-0.035881,1.0,5.8,0.9502828541496916,127,0,0.0,243.2864522352112,510.7330522302197,1,0
297,The Henry Addington,E14 4PH,London Borough of Tower Hamlets,51.50447,-0.022204,1.0,5.8,0.9768990804330112,131,1,0.0,187.16436170272536,1616.9264973426134,1,0
298,The Tooke Arms,E14 8NH,London Borough of Tower Hamlets,51.498207,-0.025564,1.0,5.6,0.8495355604702596,177,0,0.0,719.460892551067,1403.7518044048309,0,0
299,O'Neill's,SE3 0BH,London Borough of Lewisham,51.466742,0.007953,1.0,5.3,0.9117285531370038,43,0,0.0,3129.031150991923,772.2514083827131,0,0
300,The Ship York,SE16 5LJ,London Borough of Southwark,51.49872,-0.034495,1.0,5.6,0.8963915725759516,23,0,0.0,1054.7048524106765,1145.578694118465,0,0
301,The Old Tigers Head,SE12 8RU,London Borough of Lewisham,51.457491,0.009082,1.0,5.7,0.949342335001746,87,0,0.0,3706.7217168027937,1478.6723658088165,0,0
302,The Merchant,E14 4DH,London Borough of Tower Hamlets,51.506206,-0.022061,1.0,5.6,0.2110254917937376,115,1,0.0,325.0873090681536,1759.8317241687366,1,0
303,The Moby Dick,SE16 7PL,London Borough of Southwark,51.495742,-0.03933,1.0,5.4,0.9783564195087884,54,0,0.0,654.053523799888,776.0499785906791,0,0
304,The Fine Line,E14 4DH,London Borough of Tower Hamlets,51.505946,-0.021854,1.0,5.2,0.555129786986381,115,1,0.0,292.8328584176578,1728.1549583936576,1,0
305,The Chesham Arms,E9 6DU,London Borough of Hackney,51.547589,-0.050124,1.0,9.4,0.9549505296240252,286,0,0.0,479.8016733483957,573.143644409332,1,0
306,The Kenton,E9 7AB,London Borough of Hackney,51.54412,-0.04436,3.0,8.5,0.9577162146432312,180,0,0.0,340.4502058892161,895.0117369285613,1,0
307,The Hemingway,E9 7JL,London Borough of Hackney,51.537265,-0.048908,2.0,8.3,0.9561354906297288,107,0,0.0,1161.9634124946667,939.5688405826236,0,0
308,The Cock Tavern,E8 1EJ,London Borough of Hackney,51.546271,-0.055325,2.0,8.2,0.9847398440228146,187,0,1.0,187.0369645073507,198.2829716108904,1,1
309,The Plough,E9 6JP,London Borough of Hackney,51.548187,-0.047651,1.0,8.2,0.9658712606215808,272,0,0.0,328.7313858461523,754.6460494150218,1,0
310,The Spread Eagle,E9 6AS,London Borough of Hackney,51.54861,-0.040705,1.0,8.4,0.9698707950180422,294,0,0.0,242.23237897878067,1213.6665868767243,1,0
311,The Cat & Mutton,E8 4QJ,London Borough of Hackney,51.537473,-0.060963,1.0,8.3,0.9890047724362704,177,0,0.0,1069.165242547507,865.8551457504426,0,0
312,The Adam & Eve,E9 6AS,London Borough of Hackney,51.548897,-0.040347,2.0,8.2,0.9865254335932954,294,0,0.0,282.2561492682415,1247.8949481075997,1,0
313,The Lauriston,E9 7JN,London Borough of Hackney,51.537868,-0.045151,1.0,8.0,0.9624281224537308,86,0,0.0,1035.1134252072773,1147.5851349986488,0,0
314,The Pembury Tavern,E8 1JH,London Borough of Hackney,51.549338,-0.059227,2.0,8.1,0.9864183447794204,214,0,0.0,288.60720661270915,507.9577053564666,1,0
315,Clapton Hart,E5 8EG,London Borough of Hackney,51.557694,-0.056147,2.0,8.7,0.9894633919217786,137,0,0.0,1207.040953820704,1284.8535489931808,0,0
316,The Prince Arthur,E8 3BH,London Borough of Hackney,51.544183,-0.065576,1.0,8.2,0.963515306716331,110,0,0.0,613.8248951576701,582.9296608753516,0,0
317,The Kings Arms,E2 6EY,London Borough of Tower Hamlets,51.525615,-0.066083,2.0,9.3,0.9684739844022816,204,0,0.0,783.5290329659474,842.7095038614236,0,0
318,The People's Park Tavern,E9 7BT,London Borough of Hackney,51.541605,-0.037833,1.0,8.0,0.982944942381562,65,0,0.0,715.9851172804031,1392.0749521994287,0,0
319,The Three Compasses,E8 1NH,London Borough of Hackney,51.548327,-0.068364,1.0,8.3,0.9700081480619251,184,0,1.0,720.9285584483931,466.623294140078,0,1
320,The Palm Tree,E3 5BH,London Borough of Tower Hamlets,51.52916735,-0.0406931151062501,1.0,8.5,0.960675125130951,158,0,0.0,658.7661984185165,900.8346917955482,0,0
321,Star by Hackney Downs,E5 8NN,London Borough of Hackney,51.55308,-0.05777,2.0,8.1,0.9525480153649168,168,0,0.0,688.3145643624692,905.7725026100782,0,0
322,The Approach Tavern - Remarkable Restaurants,E2 9LY,London Borough of Tower Hamlets,51.531212,-0.051224,1.0,8.2,0.9667605633802816,147,0,2.0,520.2797527498967,375.179268382077,0,1
323,The Scolt Head,N1 4HT,London Borough of Hackney,51.543346,-0.08157,2.0,8.8,0.9773879641485276,124,0,1.0,585.5410606975383,46.70190128558395,0,1
324,The Crown,E3 5SN,London Borough of Tower Hamlets,51.532945,-0.041649,2.0,8.1,0.9672028867419392,78,0,0.0,1020.5667946064192,982.7878311820714,0,0
325,Bethnal Green Tavern,E2 0EA,London Borough of Tower Hamlets,51.52699,-0.058468,1.0,8.4,0.977767431032476,253,1,2.0,238.08628030872816,360.76578739142775,1,1
326,The Axe,N16 7HR,London Borough of Hackney,51.562816,-0.071902,1.0,9.1,0.97527179606565,119,0,0.0,1680.7573644174377,583.0552394822272,0,0
327,Lady Mildmay,N1 4PR,London Borough of Islington,51.550723,-0.084589,1.0,8.9,0.9836852520079152,144,0,0.0,481.8472043806708,769.4839349715285,1,0
328,The Dove,E8 4QJ,London Borough of Hackney,51.536524,-0.061634,2.0,7.9,0.9870259573972762,199,0,0.0,1134.716643035684,788.6908679661383,0,0
329,Hand of Glory,E8 2BS,London Borough of Hackney,51.55375,-0.06799,1.0,8.3,0.967070189733442,131,0,1.0,960.306768656194,482.3974732765211,0,1
330,The Crooked Billet,E5 9JP,London Borough of Hackney,51.562077,-0.05723,2.0,8.5,0.9869142125480154,173,0,0.0,1689.2462282603817,1296.8201418920312,0,0
331,The Railway Tavern Ale House,N16 8JT,London Borough of Islington,51.548916,-0.079184,2.0,8.4,0.9843627051565592,201,0,1.0,71.65359770623698,461.67090534483407,1,1
332,The Royal Oak,E2 7RG,London Borough of Tower Hamlets,51.52952,-0.069382,2.0,8.3,0.973458270282854,213,0,0.0,1025.6955096232448,900.8478732883816,0,0
333,The Prince George,E8 3AG,London Borough of Hackney,51.544769,-0.068151,1.0,7.9,0.9693702712140612,112,0,0.0,751.0083690263854,755.1100290288675,0,0
334,Well & Bucket,E2 7DG,London Borough of Tower Hamlets,51.525392,-0.070982,2.0,8.5,0.9776370620416716,241,0,0.0,1032.0154681348715,808.1809304355572,0,0
335,Howl at the Moon,N1 5LH,London Borough of Hackney,51.533098,-0.079843,2.0,8.4,0.9728855779303924,165,0,1.0,934.362318142685,375.8787588487165,0,1
336,The Talbot,N1 4JY,London Borough of Hackney,51.542808,-0.07915,2.0,8.2,0.9668420439995344,142,0,1.0,613.4126440428851,195.68238543232496,0,1
337,The Camel,E2 0JD,London Borough of Tower Hamlets,51.528898,-0.052176,1.0,8.0,0.969132813409382,215,1,2.0,275.2225633962348,127.5455511625897,1,1
338,The George & Vulture,N1 6BU,London Borough of Hackney,51.52908,-0.083756,2.0,8.5,0.9786078454196252,392,1,1.0,414.0366968516584,422.6603056618396,1,1
339,Shacklewell Arms,E8 2EB,London Borough of Hackney,51.552351,-0.071409,2.0,8.0,0.9741590036084274,174,0,1.0,679.2403532218112,201.83764812374355,0,1
340,The Draft House Birdcage,E2 7QB,London Borough of Tower Hamlets,51.528425,-0.070874,1.0,8.2,0.9872401350250262,238,0,0.0,1104.0832217859145,1020.4113556242244,0,0
341,Bergen House,N16 9PX,London Borough of Islington,51.55169,-0.085924,1.0,8.2,0.9596740775229892,145,0,0.0,619.47020501532,863.5981544596966,0,0
342,The Snooty Fox,N5 2NN,London Borough of Islington,51.549117,-0.09134,2.0,8.4,0.974352229076941,120,0,0.0,358.5045407647389,737.2438414331147,1,0
343,Auld Shillelagh,N16 0UD,London Borough of Hackney,51.561981,-0.07956,1.0,8.1,0.9738680013968106,91,0,0.0,1471.4089099112375,565.5423204840649,0,0
344,Duke of Wellington,E8 4EP,London Borough of Hackney,51.540191,-0.074881,1.0,7.6,0.9638109649633336,155,0,0.0,943.4601191509644,520.2540328651829,0,0
345,The White Hart,N16 8EL,London Borough of Hackney,51.559027,-0.074396,2.0,7.8,0.9604725875916656,146,0,1.0,1228.7144722153794,130.05170548836202,0,1
346,Angel & Crown,E2 0RY,London Borough of Tower Hamlets,51.529309,-0.045515,1.0,7.5,0.9854429053660808,169,0,0.0,700.1535606452101,574.3968175031172,0,0
347,Royal Inn on the Park,E9 7HJ,London Borough of Hackney,51.536709,-0.043293,2.0,7.2,0.9764846932836688,54,0,0.0,1155.436293141306,1159.123812643444,0,0
348,The Victoria,E8 3AS,London Borough of Hackney,51.54571,-0.070052,1.0,7.4,0.9854941217553254,181,0,0.0,670.3097588829369,641.0516803010574,0,0
349,The Tiger,E9 5DG,London Borough of Hackney,51.545334,-0.035466,1.0,7.2,0.9896729135141428,180,0,0.0,571.6686530358105,1506.0037619400314,0,0
350,The Alma,N1 4QU,London Borough of Islington,51.548417,-0.087735,2.0,7.8,0.9590874170643696,144,0,0.0,594.0323367045547,722.2537720220407,0,0
351,The Edinburgh Cellars,N1 4RA,London Borough of Islington,51.550582,-0.086508,1.0,7.8,0.9706087766267024,135,0,0.0,589.9675358843191,899.3631553242757,0,0
352,The Coborn Arms,E3 2DA,London Borough of Tower Hamlets,51.527033,-0.030144,1.0,7.6,0.9332045163543244,151,2,2.0,299.7544724899957,459.1601138531249,1,1
353,Farr's School of Dancing,E8 3DF,London Borough of Hackney,51.546398,-0.073939,1.0,7.4,0.9765335816552204,221,0,0.0,397.7371844191648,520.2755102608257,1,0
354,The Princess of Wales,E5 9QB,London Borough of Hackney,51.561893,-0.045795,1.0,7.6,0.9790501687812828,55,0,0.0,1654.440668655216,2044.2003982794392,0,0
355,Rusty Bike,E3 4PH,London Borough of Tower Hamlets,51.52525,-0.032513,1.0,7.6,0.9783890117564894,125,1,0.0,66.56839308630147,619.1401679565665,1,0
356,The Prince,N16 0AB,London Borough of Hackney,51.559989,-0.078209,1.0,7.7,0.9655918984984286,109,0,1.0,1298.1570273158825,336.22533868776856,0,1
357,The Three Crowns,N16 0LH,London Borough of Hackney,51.562136,-0.073783,1.0,7.5,0.9704015830520312,106,0,1.0,1574.7891996491244,478.1934115003515,0,1
358,The Shakespeare,N16 8RY,London Borough of Hackney,51.555497,-0.081863,1.0,7.4,0.9822092887905948,120,0,0.0,825.8472583146732,559.6077143684477,0,0
359,The Old Blue Last,EC2A 3ES,London Borough of Hackney,51.524328,-0.080055,2.0,7.3,0.9902781981143056,447,0,0.0,555.3467393492174,628.9049747735262,0,0
360,The Reliance,EC1V 9DR,London Borough of Hackney,51.526591,-0.081425,2.0,6.9,0.9497637062041672,468,1,1.0,423.4367068627824,481.2868765490556,1,1
361,Anchor & Hope,E5 9HG,London Borough of Hackney,51.567965,-0.052538,1.0,6.8,0.9637062041671516,69,0,0.0,2258.7341754434,1900.4635360661207,0,0
362,The Hare,E2 9BU,London Borough of Tower Hamlets,51.533415,-0.057483,1.0,6.3,0.9796182050983588,158,0,1.0,713.6003755951048,362.96691733850656,0,1
363,The Half Moon,E1 4AA,London Borough of Tower Hamlets,51.522235,-0.04534,1.0,6.5,0.9829775346292632,231,1,0.0,92.11658236330776,875.006089812026,1,0
364,The Little Driver,E3 2AN,London Borough of Tower Hamlets,51.527811,-0.022526,1.0,6.5,0.9898894191595856,206,1,2.0,177.7976782932755,74.9016984026679,1,1
365,Baxters Court,E8 1HE,London Borough of Hackney,51.5494943,-0.0549973,1.0,5.8,0.97307414736352,217,0,0.0,349.996478189458,529.4213998243773,1,0
366,Carpenters Arms,E1 5RN,London Borough of Tower Hamlets,51.523085,-0.05517,1.0,6.4,0.9740565708299384,233,1,0.0,455.4326643916295,577.0476340046869,1,0
367,Royal Sovereign,E5 8RL,London Borough of Hackney,51.562671,-0.063192,1.0,6.3,0.9455127458968688,152,0,0.0,1793.3580865684564,959.4078202810298,0,0
368,The Barley Mow,EC2A 3BX,London Borough of Hackney,51.526039,-0.080479,1.0,6.4,0.9582400186241417,460,1,0.0,486.6635396115287,550.2436364749633,1,0
369,Bricklayers Arms,EC2A 3PE,London Borough of Hackney,51.526171,-0.081131,3.0,6.3,0.9617692934466302,467,1,0.0,441.305469135373,503.8592838085961,1,0
370,The Rochester Castle,N16 0NY,London Borough of Hackney,51.561097,-0.07405,1.0,6.2,0.9534559422651612,115,0,1.0,1458.045145293195,361.2311220107593,0,1
371,Bow Bells,E3 3AA,London Borough of Tower Hamlets,51.527999,-0.019573,1.0,6.2,0.9807635898032824,201,1,2.0,376.79099114439975,280.17887519193886,1,1
372,The Blind Beggar,E1 1BU,London Borough of Tower Hamlets,51.519975,-0.056973,2.0,6.2,0.9800768245838668,262,1,0.0,184.64134634822355,941.832570208984,1,0
373,The Cow,E20 1GL,London Borough of Newham,51.5421287,-0.008406,2.0,6.2,0.9937376324060064,163,1,0.0,336.1665437181673,557.7178075584245,1,0
374,Salmon & Ball,E2 0EA,London Borough of Tower Hamlets,51.527324,-0.055883,1.0,5.1,0.9438202770341054,234,1,2.0,60.47628067255148,183.50603518547788,1,1
375,The Andover Arms,W6 0DL,London Borough of Hammersmith & Fulham,51.496998,-0.232748,1.0,8.6,0.9542847165638458,74,1,0.0,369.42145770018186,653.6764614174316,1,0
376,The Chancellors,W6 9RL,London Borough of Hammersmith & Fulham,51.488556,-0.226965,1.0,8.2,0.9235781631940404,156,1,0.0,508.0141005917465,698.9930334278058,0,0
377,The Black Lion,W6 9TJ,London Borough of Hammersmith & Fulham,51.490238,-0.241788,1.0,8.2,0.9509579792806424,38,0,0.0,604.6962658184842,729.6296530330283,0,0
378,The White Horse,SW6 4UL,London Borough of Hammersmith & Fulham,51.474384,-0.200304,2.0,8.8,0.9849237574205564,63,1,0.0,132.9097933794337,568.0482561126399,1,0
379,The Jameson,W14 0HR,London Borough of Hammersmith & Fulham,51.497232,-0.216306,1.0,7.7,0.9312629495984168,137,1,0.0,487.25568098159647,616.4159076560363,1,0
380,The Cross Keys,W6 9BG,London Borough of Hammersmith & Fulham,51.492039,-0.24262,1.0,7.8,0.9327598649749738,58,1,0.0,405.9334498143385,937.8488994015604,1,0
381,The Fulham Mitre,SW6 7DU,London Borough of Hammersmith & Fulham,51.479955,-0.202695,1.0,8.1,0.961208241182633,161,0,1.0,542.7983939748324,196.5923824621036,0,1
382,The Eagle,W12 9AZ,London Borough of Hammersmith & Fulham,51.50069,-0.239396,1.0,7.8,0.9769852170876498,75,0,0.0,769.0545177249153,925.2894850585895,0,0
383,The Captain Cook,SW6 7QY,London Borough of Hammersmith & Fulham,51.481087,-0.209699,1.0,7.8,0.9682155744383656,116,0,0.0,870.0382920365271,697.6747892702435,0,0
384,Elephant & Castle,W8 4LT,Royal Borough of Kensington and Chelsea,51.503067,-0.193444,1.0,8.2,0.9594063554883016,109,1,0.0,311.87525474196445,705.3412117407026,1,0
385,The Kings Head,SW5 0QT,Royal Borough of Kensington and Chelsea,51.493307,-0.192678,1.0,8.1,0.9623326737283204,204,1,1.0,216.02692328570436,387.09563154494265,1,1
386,The Half Moon,SW15 1EU,London Borough of Wandsworth,51.467285,-0.21998,1.0,8.4,0.9789849842858804,79,0,0.0,788.8539246948923,584.3288049436841,0,0
387,The Rutland,W6 9DJ,London Borough of Hammersmith & Fulham,51.489811,-0.231332,1.0,7.4,0.98145966709347,145,0,0.0,569.5663041510445,728.5087445622871,0,0
388,The Builder's Arms,W8 5BJ,Royal Borough of Kensington and Chelsea,51.499354,-0.18837,2.0,8.2,0.9669374927249448,140,1,0.0,296.8640281736483,692.1436870755322,1,0
389,The Defectors Weld,W12 8AA,London Borough of Hammersmith & Fulham,51.505349,-0.224392,2.0,7.7,0.9845303224304504,285,3,2.0,150.01221875076405,351.2553145220325,1,1
390,Mitre,W11 3QY,Royal Borough of Kensington and Chelsea,51.507812,-0.204213,1.0,7.9,0.969381911302526,60,1,2.0,112.43352650350688,116.97653285460396,1,1
391,The Windsor Castle,W8 7AR,Royal Borough of Kensington and Chelsea,51.506288,-0.198635,3.0,7.9,0.9686043533930858,85,1,2.0,345.37719926909733,414.1363789531903,1,1
392,The Raven,W6 0SA,London Borough of Hammersmith & Fulham,51.495303,-0.244582,1.0,7.5,0.9640530788033989,36,1,0.0,118.60125370719364,913.873350856598,1,0
393,Hollywood Arms,SW10 9HX,Royal Borough of Kensington and Chelsea,51.486182,-0.184181,1.0,8.0,0.96468862763357,123,0,0.0,735.1330286396277,527.5636091036142,0,0
394,The Devonshire Arms,W8 6LA,Royal Borough of Kensington and Chelsea,51.496827,-0.19265,1.0,7.7,0.9829053660807822,177,1,1.0,391.8305746936626,363.2659905385592,1,1
395,The Mall Tavern,W8 4RU,Royal Borough of Kensington and Chelsea,51.50867,-0.193984,2.0,7.9,0.966432312885578,98,1,0.0,164.12559405093273,640.2376197406518,1,0
396,The Blackbird,SW5 9AN,Royal Borough of Kensington and Chelsea,51.491865,-0.192271,1.0,7.7,0.9907787219182864,207,1,1.0,119.48446969021415,294.92560270862765,1,1
397,The Duchess of Cambridge,W6 0XF,London Borough of Hammersmith & Fulham,51.498584,-0.243877,1.0,7.5,0.9743661971830986,34,1,0.0,436.2014450174861,1132.8437241966817,1,0
398,Fox & Pheasant,SW10 9UJ,Royal Borough of Kensington and Chelsea,51.481956,-0.187751,1.0,7.9,0.9492538703294146,158,1,1.0,525.7445472848524,488.3370880284663,0,1
399,The Tommy Tucker,SW6 2DR,London Borough of Hammersmith & Fulham,51.478848,-0.192838,1.0,7.8,0.9701501571411942,154,1,1.0,217.1482790827452,498.1162129534674,1,1
400,The Rose,SW6 2AF,London Borough of Hammersmith & Fulham,51.476892,-0.189539,1.0,7.8,0.962914678151554,92,0,0.0,531.9363102445009,777.0884444462973,0,0
401,The Hillgate,W8 7SR,Royal Borough of Kensington and Chelsea,51.507903,-0.197655,1.0,7.7,0.9465044814340589,97,1,2.0,156.97886235777872,395.4860334909042,1,1
402,The Champion,W2 4LW,Royal Borough of Kensington and Chelsea,51.509991,-0.192358,2.0,7.8,0.9736701198929112,157,3,0.0,292.08780113645327,766.9555365491706,1,0
403,The Atlas,SW6 1RX,London Borough of Hammersmith & Fulham,51.486058,-0.196066,1.0,7.4,0.9695751367710396,130,1,2.0,123.67373310516784,288.4236030077349,1,1
404,The Duke of Wellington,W11 2ED,Royal Borough of Kensington and Chelsea,51.515251,-0.204831,2.0,7.7,0.978931439878943,185,1,1.0,492.4348903868072,403.3047539881061,1,1
405,The Bricklayer's Arms,SW15 1DD,London Borough of Wandsworth,51.46612,-0.217116,1.0,7.7,0.9609358631125596,111,0,1.0,641.6697984629188,347.8837693878613,0,1
406,The Bull's Head,SW13 9PY,London Borough of Richmond upon Thames,51.473719,-0.251053,1.0,7.7,0.937194738680014,10,0,1.0,2382.405334266951,6.657322491573154,0,1
407,The Coach & Horses,SW13 9LW,London Borough of Richmond upon Thames,51.473549,-0.250057,1.0,7.7,0.9679012920498196,13,0,1.0,2393.04606886086,72.45594247979052,0,1
408,The Elgin,W11 1PY,Royal Borough of Kensington and Chelsea,51.516247,-0.208991,2.0,7.6,0.976133162612036,182,1,1.0,189.26557875933196,94.98361913425784,1,1
409,Duke on the Green,SW6 4XG,London Borough of Hammersmith & Fulham,51.472633,-0.199534,1.0,7.6,0.971013851705273,52,1,0.0,304.621019430837,762.8050356828677,1,0
