,fsq_id,name,address,locality,neighborhood,postcode,category,latitude,longitude,popularity,price,rating,distance_metro,distance_police,number_of_crimes
40,5473c010498e00c506b4c313,Temple Brew House,46 Essex St,London,Temple,WC2R 3JF,Arts and Entertainment,51.512973,-0.112974,0.9140694526630664,1.0,8.6,206.0417196256311,132.83920717010247,91
41,4ac518c3f964a5203ca420e3,The Porterhouse,21-22 Maiden Lane,London,Covent Garden,WC2E 7NA,Arts and Entertainment,51.510321,-0.123561,0.9874709371403544,2.0,8.3,310.68594252883594,96.15998765258763,625
42,4ad20d0cf964a52010df20e3,The Ship Tavern,12 Gate St,London,Holborn,WC2A 3HP,Pub,51.5172349,-0.1192033,0.9825180201378244,1.0,8.4,94.21348200481734,406.2920998569631,218
43,4ac518c3f964a52041a420e3,Seven Stars,53 Carey St,Holborn,Holborn,WC2A 2JB,Pub,51.51507,-0.113256,0.9796152287054856,1.0,8.2,393.7876367632726,188.20653803931896,119
44,4ad4dc51f964a5204bfc20e3,The Wellington,351 Strand,London,Strand,WC2R 0HS,Pub,51.511424,-0.119594,0.9957529785062972,2.0,7.4,372.3125095828508,378.4368859820172,343
45,4b634d25f964a520b0702ae3,Edgar Wallace,40 Essex St,London,Strand,WC2R 3JE,Pub,51.512708,-0.112861,0.9888105078254223,1.0,7.8,178.44517563305104,136.4198241701459,89
46,4addfc9ef964a520156721e3,The Savoy Tup,2 Savoy St,London,Covent Garden,WC2R 0BA,Arts and Entertainment,51.510945,-0.119428,0.9736558864230436,1.0,7.3,410.65373022774963,376.5512976455948,332
47,4b0c2752f964a520f83723e3,The White Lion,24 James St,London,Covent Garden,WC2E 8NS,Pub,51.512794,-0.123889,0.9882094482832527,1.0,7.4,41.309758798854666,328.488953240255,643
48,4afb51dff964a520e41c22e3,The Nags Head,10 James St,London,Covent Garden,WC2E 8BT,Pub,51.512965,-0.123693,0.9944530125197442,1.0,7.2,41.926504020486455,348.9192554557115,628
49,4ad84d83f964a520fe1021e3,Nell Gwynne Tavern,2 Bull Inn Ct,London,Covent Garden,WC2R 0NP,Pub,51.510244,-0.122875,0.9405836334748232,1.0,7.2,329.79498017657517,128.54083402122887,565
50,4b8e9757f964a520a22a33e3,George IV,28 Portugal St,City of Westminster,Holborn,WC2A 2HE,Pub,51.514682,-0.116972,0.9737071395622982,1.0,7.0,366.3172407389223,203.0559641542353,224
51,508c12fae4b0772b58a73128,Philomena's,40 Great Queen St,London,Covent Garden,WC2B 5AA,Pub,51.515051,-0.121876,0.9804259601809702,,7.1,246.6520232755021,528.2150895845865,276
52,4b84239ef964a5202a2331e3,The George,213 Strand,London,,WC2R 1AP,Pub,51.513187,-0.113027,0.9740286365267146,2.0,7.2,229.15426368167266,118.63235778809454,101
53,566af633498eadbfb1b6ec53,Cheshire Cheese,5 Little Essex St,London,Covent Garden,WC2R 3LD,Pub,51.512588,-0.113117,0.9604372358716062,1.0,7.1,162.28217284526235,114.81354372005798,92
54,4ac518bef964a5201aa320e3,Coach & Horses,42 Wellington St,London,Covent Garden,WC2E 7BD,Beer Garden,51.512552,-0.120922,0.9414479477777103,1.0,6.7,239.00847043771367,403.7941848497377,281
55,4ac518bcf964a52069a220e3,The Coal Hole,91-92 Strand,London,Strand,WC2R 0DW,Pub,51.51031,-0.121462,0.9918926852451532,1.0,6.8,350.78216983898227,221.43858252295794,402
56,4ac518bcf964a52097a220e3,The Cross Keys,31 Endell St,London,Covent Garden,WC2H 9EB,Pub,51.514539,-0.124751,0.9759436401843248,1.0,7.0,165.61292068402022,407.93139846651593,615
57,4afd6abff964a520b62722e3,Shakespeares Head,64-68 Kingsway,Holborn,Holborn,WC2B 6BG,Pub,51.516833,-0.119602,0.9971554507713596,1.0,7.0,72.46809796848733,456.8796120378984,225
58,4aeb7215f964a52025c221e3,Lyceum Tavern,354 Strand,London,Charing Cross,WC2R 0HS,Pub,51.511308,-0.119756,0.9897074377623812,1.0,6.4,369.3289542341408,374.6858347584949,350
59,4b674815f964a520a3452be3,Freemasons Arms,81-82 Long Acre,London,Covent Garden,WC2E 9NG,Night Club,51.51437,-0.122565,0.9648030714608542,1.0,6.6,185.73123146913122,499.5807183761807,345
60,4b50c706f964a520063227e3,Ye Olde White Horse,2 St Clements Lane,Greater London,Holborn,WC2A 2HA,Pub,51.514673,-0.11716,0.9444369376715231,1.0,6.4,358.4094195946989,213.11858102911896,225
61,4b6099c3f964a52094ef29e3,Marquess of Anglesey,39 Bow St,London,Covent Garden,WC2E 7AU,Pub,51.512813,-0.12113,0.977369409330867,1.0,6.2,219.3097001278904,418.91474253315204,308
62,4fac0383e4b05cb200c3fda4,The White Swan,14 New Row,London,Covent Garden,WC2N 4LF,Pub,51.511043,-0.125503,0.9645398167001366,1.0,6.7,212.34531779630396,166.42353472037763,992
63,4b3a03cff964a520456025e3,The Hercules Pillars,18 Great Queen St,Holborn,Covent Garden,WC2B 5DG,Night Club,51.515856,-0.120837,0.9529635962930002,1.0,6.3,140.84571775246027,498.7226732730252,242
64,4b3e86b0f964a520759e25e3,Nell of Old Drury,29 Catherine St,London,Covent Garden,WC2B 5JS,Pub,51.512519,-0.120485,0.8890322941371068,1.0,5.7,269.25207543165277,420.2486313817503,273
65,4ad8b72ef964a520ee1321e3,The Sun Tavern,66 Long Acre,London,Covent Garden,WC2E 9JD,Pub,51.513933,-0.122647,0.9180252631382764,1.0,6.1,147.00449894107464,466.1054517547705,427
66,4b3a6128f964a520fb6525e3,The Devereux,20 Devereaux Ct,London,,WC2R 3JJ,Pub,51.51314,-0.11285,0.9452639769640436,1.0,6.4,225.74142996450826,131.94907615396798,96
67,4ad8c1c7f964a520651421e3,Crown & Anchor,22 Neal St,London,Covent Garden,WC2H 9PS,Beer Bar,51.514034,-0.12515,0.9896491955586824,1.0,6.3,122.31642921146313,346.414481650694,724
68,4bb22b27f964a5209cbf3ce3,Punch & Judy,Covent Garden,London,Strand,WC2E 8RF,Pub,51.511973,-0.122923,0.9918740477399696,2.0,5.9,154.40470508460695,277.01117460275873,620
69,5bef0cf6780eee002ce87166,Bow Street Tavern,37 Bow St,London,,WC2E 7AU,Pub,51.512865,-0.121191,0.9689196304182722,1.0,,214.40646413163557,421.4228065478627,314
70,4ad0fbbdf964a520b5db20e3,Maple Leaf,41 Maiden Lane,London,Covent Garden,WC2E 7LJ,Pub,51.511006,-0.122778,0.9794405020943896,2.0,5.9,252.67658414526937,189.279826099655,605
71,4b38e0aaf964a520835125e3,The Sun,21 Drury Lane,London,Strand,WC2B 5RH,Pub,51.515204,-0.123248,0.9202035215566045,1.0,6.0,246.53952746131992,530.3906207424004,349
72,4b8d5733f964a520b0f532e3,Courage & Co,Covent Garden,London,,WC2 E 7,Pub,51.511597,-0.122877,0.5342044813881214,1.0,,191.01144269538847,240.61474387904536,629
73,4b2e9f75f964a520c7e324e3,Prince of Wales,150 Drury Lane,London,Covent Garden,WC2B 5TD,Pub,51.514679,-0.121736,0.9787066503277873,1.0,5.3,249.7224787099721,507.6744191504431,292
74,51ba253f498e875047c204cc,Maple Tree,52-54 Maple Rd,London,Anerley,SE20 8HE,Pub,51.411429,-0.058701,0.6166824308898011,1.0,,6896.966807038596,1924.1266533948792,110
75,5363e078498edd00c571a622,The Three Johns,73 White Lion St,London,Islington,N1 9PF,Beer Bar,51.532948,-0.109065,0.9823549419674682,1.0,9.0,231.25356568300674,174.88510707369488,216
76,4ac518c5f964a520e2a420e3,Charles Lamb Pub,16 Elia St,London,Islington,N1 8DE,Pub,51.531985,-0.101773,0.9531266744633564,2.0,8.3,284.39391530664574,676.0100555155807,225
77,4cb5ee61f6616dcbfe42db08,The Harlequin,27 Arlington Way,Islington,The City,EC1R 1UY,Pub,51.529835,-0.106196,0.8852954743478038,1.0,7.4,300.98385670468525,565.7047293856066,188
78,5b5218ee835c9a00390ed6f2,The George and Monkey,,London,,EC1R 1UU,Pub,51.529867,-0.11036,0.9665247110021852,1.0,7.7,433.14586699601455,455.24158103861356,223
79,4ac518c5f964a520c4a420e3,Camden Head,2 Camden Walk,Islington,Islington,N1 8DY,Pub,51.535608,-0.102957,0.9755918572739852,2.0,7.5,394.3847164830409,588.1915925325616,234
80,4e31db1fa809189f7a22b81a,The Alma,78 Chapel Market,Islington,Islington,N1 9EX,Pub,51.533359,-0.109548,0.969140950792327,1.0,7.2,275.803454435865,120.99314156509975,221
81,4ada41e3f964a5209a2021e3,Shakespeares Head,1 Arlington Way,London,Clerkenwell,EC1R 1XA,Pub,51.529373,-0.106844,0.8955274646935761,1.0,6.9,358.53424588220463,584.4756091354097,193
82,4ac518e8f964a52098ab20e3,Old Red Lion Theatre,418 St John St,Islington,Clerkenwell,EC1V 4NJ,Music Venue,51.531414,-0.105968,0.9747927742392404,1.0,6.4,124.70304421192982,448.71803946568946,216
83,4b6de492f964a52077992ce3,The Castle,54 Pentonville Rd,Islington,Islington,N1 9HF,Pub,51.531977,-0.109015,0.9586293978688012,2.0,6.7,231.39804931463897,258.8686240454586,209
84,52f51ceb498eafff7e3061b7,The Joker of Penton Street,58 Penton St,London,Islington,N1 9PZ,Pub,51.533503,-0.111109,0.240256079321222,1.0,6.8,383.4956259018754,48.92215297550494,225
85,4b4ee026f964a520a9f626e3,The Angel,3-5 Islington High St,Islington,Islington,N1 9LQ,Pub,51.53215,-0.106436,0.987911248200316,1.0,5.4,61.4990908039177,374.7821749735797,232
86,54d927e3498eb8302660c1a1,The Brew House,,,,,Pub,51.531612,-0.104016,0.8108572786446806,1.0,,159.61730480625158,549.7201208416673,208
87,4bc2232d461576b050e97c32,The York,82 Islington High St,London,Islington,N1 8EQ,Pub,51.533785,-0.104983,0.9860288601767768,2.0,5.6,150.29991633061556,418.4132983253658,240
88,4dd97656d4c05d50971b5fd4,Duke of York,Islington High St,Islington,,,Pub,51.533673,-0.105051,0.8559949865111056,1.0,,136.99021193600797,414.42001221511157,237
89,51783718e4b01ba111d476f6,Jury's Inn Pub,,,,,Pub,51.53101,-0.110062,0.0785454359079493,1.0,,340.4250882683443,332.56919126365267,230
90,4c5dbb137735c9b67cf38f72,Lord Wolseley,55 White Lion St,Islington,Islington,N1 9PP,Pub,51.532746,-0.111112,0.2765293237847182,1.0,,368.91065563641246,132.89704447193776,226
91,4bd2f798046076b086d97471,Prince of Wales,Vincent Terrace,Islington,,N 1 8,Pub,51.532585,-0.100492,0.1486014882047889,1.0,,366.51953956423364,744.1196960452196,239
92,55db3cd1498e500ec06650ee,Simmons Bar,68 Amwell St,London,,EC1R 1UU,Pub,51.5305712,-0.1107497,0.836663234259462,1.0,,406.3761025658963,375.08475823208573,228
93,608c380133f13821129d809e,Day & Night,,London,,N1 9PZ,Pub,51.533432,-0.111182,0.9302468071623932,1.0,,386.2177608274545,57.49554652601838,225
94,4b9bc2e7f964a5202c2236e3,The Steam Passage Tavern,44-46 Upper St,London,,N1 0PN,Pub,51.53515,-0.104702,0.9576485991585166,1.0,5.2,300.89414679104544,457.71006887196876,244
95,4bc8cee792b376b0673f523a,The Charlotte Despard,17-19 Archway Rd,Islington,Upper Holloway,N19 3TX,Pub,51.568241,-0.136524,0.9610988673056224,1.0,7.7,343.2652378376597,1309.0542655805052,129
96,4df25a25d1649c8a28dec4a5,Oak & Pastor,86 Junction Rd,Junction,Archway,N19 5QZ,Pub,51.562509,-0.136529,0.9536345464796082,1.0,7.4,340.28242290185693,677.8773058633242,227
97,4b294b15f964a5206f9c24e3,The Mother Redcap,665 Holloway Rd,London,Archway,N19 5SE,Pub,51.565005,-0.132809,0.9429529263212826,1.0,6.1,139.18848023594938,1019.4711522709202,153
98,4b5b6d7bf964a52041fd28e3,Dusk Till Dawn,"1 Archway Close, Archway",London,Archway,N19 3TD,Arts and Entertainment,51.566014,-0.134396,0.2161274991729607,1.0,,76.51012947471204,1090.982635773604,147
99,4ac518c5f964a520a3a420e3,Archway Tavern,"Archway Tavern, Archway Close, Archway Rd",London,Upper Holloway,N19 3TD,Pub,51.565954,-0.134524,0.9648822808578844,1.0,,67.71627572302414,1082.2939590308229,146
100,4e2f2a62c65b80dfd83e3d7e,Phelan's Pub,,,,,Pub,51.565108,-0.13293,0.4925729541843529,1.0,,128.20939753364917,1026.9453256302863,151
101,4adba164f964a520892921e3,Whittington & Cat,89 Highgate Hill,London,Upper Holloway,N19 5NE,Pub,51.567333,-0.138635,0.9094333732486568,1.0,,347.2912667089749,1201.5488738094168,184
102,4c8b9cc13dc2a1cd8cb0b732,Drum & Monkey,Junction Rd,London,Upper Holloway,N19 5QZ,Pub,51.562569,-0.136401,0.7918516827337493,1.0,,330.9026233571025,686.1753501164017,229
103,4f64ef0fe4b0777dfcdc2052,The Magnet,23 Archway Rd,London,Archway,N19 3TU,Pub,51.568763,-0.13694,0.0311688977313496,1.0,,407.8072432760113,1364.3493703182712,91
104,60cd1824dbc9365fece3455d,Brendan the Navigator,90 Highgate Hill,London,,N19 5NQ,Pub,51.5685,-0.14017,0.9829629905740818,1.0,,512.6101568717313,1336.668809011055,133
105,4ad20d96f964a52011df20e3,The Bedford,77 Bedford Hill,Balham,Balham,SW12 9HD,Pub,51.442618,-0.149289,0.9827393405118792,2.0,7.9,269.46575974368386,1950.3416323099727,94
106,51f1745d498e766a81a58b41,Hagen & Hyde,157 Balham High Rd,London,Balham,SW12 9AU,Pub,51.443835,-0.15221,0.9765586778553824,1.0,7.3,67.22330393751939,2189.7577704331925,114
107,4afa7bebf964a520f41722e3,The Devonshire,39 Balham High Rd,Balham,Balham,SW12 9AN,Pub,51.446854,-0.149008,0.97800075481896,1.0,7.1,467.4340510682717,2131.1073849690497,92
108,4c12391577cea593a299cc60,The Grove Pub,39 Oldridge Rd,London,Balham,SW12 8PN,Pub,51.448384,-0.151007,0.9597662856849982,1.0,7.3,558.2760844957143,2066.800509066134,73
109,4bae403cf964a52090983be3,The Regent,21 Chestnut Grove,Wandsworth,Balham,SE20 8PQ,Pub,51.4440292,-0.1537279,0.9686330787760752,2.0,6.2,84.933400011263,2281.4648448966273,115
110,509fdd64e4b01718b36b7a39,Prince of Wales,270 Cavendish Rd,Balham,Balham,SW12 0BT,Arts and Entertainment,51.446575,-0.145701,0.8857474338485051,1.0,,611.1738366563839,2050.8475837241895,88
111,4ac518bef964a52010a320e3,Founder's Arms,52 Hopton St,South Bank,Southwark,SE1 9JH,Pub,51.508517,-0.101674,0.9932439043709608,2.0,8.2,368.7707764335281,424.6158490251273,74
112,59d77aa1029a552c5f80b296,Mc & Sons,160 Union St,London,Southwark,SE1 0LH,Pub,51.503837,-0.099943,0.947891865194925,,7.9,334.79183839741995,610.2779298484829,117
113,4ac518bef964a520faa220e3,Anchor Bankside,34 Park St,South Bank,Southwark,SE1 9EF,Arts and Entertainment,51.507187,-0.092961,0.9933324325205828,1.0,7.5,500.22177520624865,951.3083092902682,174
114,5a283f824f0e581478f1e5ee,The Charlotte,204 Union St,Southwark,,SE1 0LX,Pub,51.503853,-0.101948,0.9475237744675498,1.0,7.3,196.02142458894284,682.4898569225019,125
115,4ac518c1f964a520e2a320e3,Samuel Pepys,Stew Lane,London,The City,EC4V 3PT,Pub,51.510617,-0.096002,0.9540771872277176,1.0,6.9,257.7839927564366,644.7559666877848,126
116,4c07de0d708c2d7f0da0ca63,Doggetts Coat & Badge,1 Blackfriars Bridge,London,Waterloo,SE1 9UD,Pub,51.508486,-0.104715,0.994164131189399,2.0,6.5,330.5029422868647,353.87977737609606,87
117,4b43bb69f964a520e3e725e3,Rose & Crown,47 Colombo St,Blackfriars,Waterloo,SE1 8DP,Pub,51.505588,-0.105379,0.9430065091486852,1.0,6.3,198.74139681627864,603.278682739472,144
118,4ad89b5ff964a520c81221e3,Prince William Henry,217 Blackfriars Rd,London,Waterloo,SE1 8NL,Pub,51.505268,-0.104109,0.9552979438172406,1.0,5.7,165.43901856783665,670.6058647183982,131
119,4ffc0faf64a48317fd8ac5cc,The reUNION Public House,100 Union St,London,,SE1 0NL,Beer Garden,51.503992,-0.097743,0.8943929065655272,1.0,,407.49749427617866,579.5005110907563,178
120,4bf686f394b2a593e092adee,The Rose & Crown,65 Union St,London,Southwark,SE1 1SG,Pub,51.503844,-0.095087,0.9476752041971662,1.0,5.6,324.711855080921,558.2094058509731,196
121,4b744df5f964a520e3d32de3,The Union Jack,225 Union St,London,Southwark,SE1 0LR,Pub,51.503489,-0.10162,0.9357798165137616,1.0,5.2,222.17442349496264,636.3979301291629,131
122,4ac518bef964a520ffa220e3,Fox & Anchor,115 Charterhouse St,Clerkenwell,Clerkenwell,EC1M 6AA,Pub,51.520409,-0.100667,0.9699563416441076,1.0,7.2,207.56006718980763,399.74786618860156,129
123,4ac518c5f964a520afa420e3,The Slaughtered Lamb,34-35 Great Sutton St,Clerkenwell,Clerkenwell,EC1V 0DX,Concert Hall,51.523305,-0.101194,0.9549717874765284,3.0,7.4,360.73023251634527,702.5015165763899,180
124,4ada5f87f964a520fc2121e3,The Bishops Finger,9-10 West Smithfield,London,The City,EC1A 9JR,Pub,51.518457,-0.101946,0.9184329585641666,1.0,6.9,267.40547836796645,165.37898524189006,113
125,4ba28b8df964a520c30238e3,The Shakespeare,2 Goswell Rd,London,The City,EC1M 7AA,Pub,51.521814,-0.097155,0.9565722832341664,1.0,6.0,113.47219277806944,580.1674899225126,150
126,4b74769bf964a52023de2de3,Sutton Arms,16 Great Sutton St,Clerkenwell,Clerkenwell,EC1V 0DH,Pub,51.523344,-0.100346,0.9786204518663132,1.0,6.3,328.702572729936,718.3043372020521,164
127,4b0c4f86f964a520f13a23e3,Butchers Hook & Cleaver,61 West Smithfield,Farringdon,The City,EC1A 9DY,Pub,51.51874,-0.100491,0.9588250916732286,1.0,5.8,302.6394706869125,244.94364620928815,107
128,4cc707f30a8c95218e16bda6,The Rising Sun,38 Cloth Fair,London,The City,EC1A 7JQ,Pub,51.519147,-0.099877,0.0977513849996039,1.0,,240.8097237226982,306.9634269035388,112
129,5112b735e4b00ee93b8ae1c3,The Castle,34-35 Cowcross St,Farringdon,The City,EC1M 6DB,Pub,51.520295,-0.104307,0.9831843109481364,2.0,6.0,40.64822379909117,374.03829723568975,141
130,4af49568f964a52010f421e3,Lord Raglan,,London,The City,EC1A 4ER,Pub,51.516534,-0.096705,0.9721392594387316,3.0,6.0,152.0088504963756,230.02732193034893,130
131,4c1905d2f551ef3bd11d4768,Wood Street Bar & Restaurant,53 Fore St,London,The City,EC2Y 5EJ,Pub,51.518761,-0.092969,0.9521947992041784,1.0,5.7,310.03872430651916,186.98049895932462,129
132,5b881fa598fbfc002c368d32,The Lamb and Trotter,6 Little Britain,London,,EC1A 7BX,Pub,51.517107,-0.098372,0.5632906379152087,1.0,,209.55702270688988,305.87415582115,124
133,4c87aaf9821e9eb0ebcc8d89,The Sir John Oldcastle,29-35 Farringdon Rd,London,Clerkenwell,EC1M 3JF,Night Club,51.519845,-0.105863,0.9928525167621062,2.0,5.7,76.90172745849937,375.0199841887506,142
134,4ad9f6ddf964a520751c21e3,The Three Compasses,66 Cowcross St,London,The City,EC1M 6BP,Pub,51.520043,-0.103911,0.9429505966331349,1.0,4.8,60.93677060510826,339.96205914164386,142
135,4ae83bfef964a52047ae21e3,The Drapers Arms,44 Barnsbury St,Islington,Islington,N1 1ER,Pub,51.540551,-0.108377,0.9612759236048662,2.0,8.5,500.45252497231303,757.6152922491458,135
136,4ad870d4f964a520661121e3,Hemingford Arms Islington,158 Hemingford Rd,London,Islington,N1 1DF,Pub,51.543038,-0.113094,0.951169736419083,1.0,8.0,164.10490649911893,729.5366062557915,160
137,4c5434e8a724e21e447800f6,Tarmon Arms,,,Pentonville,,Pub,51.537954,-0.115455,0.8471072262266973,1.0,,590.0020077192438,541.3096565318891,125
