,fsq_id,name,address,locality,neighborhood,postcode,category,latitude,longitude,popularity,price,rating,distance_metro,distance_police,number_of_crimes
297,4ac518c7f964a52058a520e3,The Pembroke,150 Gloucester Ave,London,,NW1 8JA,Pub,51.542409,-0.154896,0.9605467312145596,1.0,7.1,181.1628676554717,1061.233657309305,126
298,4af9f45ff964a520891522e3,The Enterprise,2 Haverstock Hill,London,Belsize Park,NW3 2BL,Pub,51.544126,-0.152844,0.9864249071619272,1.0,6.3,73.31830415890397,955.0452712094343,166
299,4ad3c1d8f964a52029e620e3,Princess of Wales,22 Chalcot Rd,London,Primrose Hill,NW1 8LL,Beer Bar,51.540347,-0.153859,0.9524533945886005,1.0,6.9,395.07830512368383,917.7230725089828,90
300,6097f9f3650d8f68b5897f18,The Farrier,87/88 North Yard,Chalk Farm,,NW1 8AH,Pub,51.542629,-0.149004,0.9782034376878312,1.0,,363.0690760595889,671.3299848807382,251
301,5de3e165f3d152000788d63d,The Haverstock Tavern,94 Haverstock Hill,London,,NW3 2BD,Pub,51.546664,-0.157625,0.9596591200301928,1.0,,403.69218347292843,1118.5081568434289,121
302,4c34dffe213c2d7f623c395d,Queens No 1,1 Edis St,Camden Town,,NW1 8LG,Arts and Entertainment,51.539758,-0.152567,0.8669468504945927,1.0,,468.90856022439544,815.5969718614365,92
303,4aec40e1f964a520b0c521e3,Sherlock Holmes,10 Northumberland St,Charing Cross,Strand,WC2N 5DB,Pub,51.507324,-0.1252,0.9948653673219304,2.0,8.0,156.6738240334492,160.97975692635342,425
304,4b3f6928f964a5207fa625e3,Ship & Shovel,1-3 Craven Passage,London,Charing Cross,WC2N 5PH,Pub,51.50756,-0.124782,0.978799837853705,1.0,7.8,135.55392675840883,122.04533131992704,428
305,4b784f68f964a52040c42ee3,The Old Shades,37 Whitehall,City of Westminster,Westminster,SW1A 2BX,Pub,51.506493,-0.126804,0.9861127289501028,2.0,7.9,274.4914527221685,159.2722917001517,346
306,4b21114bf964a5208f3624e3,The Clarence,53 Whitehall,London,Westminster,SW1A 2HP,Pub,51.506172,-0.126724,0.9887406171809842,1.0,7.1,280.3368746685694,123.50141418793777,288
307,4ac518baf964a520d4a120e3,The Salisbury Pub,,London,Covent Garden,WC2N 4AP,Pub,51.510909,-0.127233,0.989546689280173,1.0,7.3,107.69562808120499,99.48187468731747,1240
308,4ac518bcf964a5208fa220e3,The Chandos,,Charing Cross,Covent Garden,WC2N 4ER,Pub,51.509578,-0.12676,0.9916201117318436,2.0,6.9,243.0290551067739,156.9096067810056,926
309,4ac518c5f964a520c0a420e3,Round Table,,Leicester Square,Covent Garden,WC2N 4AL,Pub,51.511036,-0.12798,0.9603813233560556,1.0,7.1,60.68861241217504,61.09862023260124,1257
310,4d5575a648ea6ea8326fd5a3,Opera Room,,London,,,Pub,51.509501,-0.126701,0.830032941790412,1.0,6.8,252.49242595777991,153.72949274588834,923
311,4f19a7b3e4b088d4a00fcc4f,The Marquis,51-52 Chandos Pl,London,Strand,WC2N 4HS,Pub,51.509793,-0.125622,0.9765307215976068,1.0,6.6,273.09734262641206,78.67470456468469,846
312,4acf80bcf964a52026d420e3,The Lemon Tree,4 Bedfordbury,London,Covent Garden,WC2N 4BP,Pub,51.510003,-0.125769,0.9571547052711524,1.0,6.5,249.86368802326965,94.82067152112695,873
313,4b3e7ca8f964a520de9d25e3,The Princess of Wales,27 Villiers St,Charing Cross,Charing Cross,WC2N 6ND,Pub,51.508207,-0.123656,0.993034232437646,1.0,6.0,131.2783406415598,19.63916072861471,456
314,4b083cdbf964a520000723e3,Silver Cross,33 Whitehall,Charing Cross,Westminster,SW1A 2BX,Pub,51.506535,-0.127053,0.9737747005185886,1.0,6.4,290.1517661313827,156.50451635182174,414
315,4aef2314f964a520f0d521e3,Theodore Bullfrog,28 John Adam St,Charing Cross,Charing Cross,WC2N 6HL,Pub,51.508844,-0.123909,0.971407737360277,1.0,5.9,203.83536716649525,78.67934343155095,543
316,4ae9aca2f964a5209fb521e3,The Lord Moon of the Mall,16-18 Whitehall,London,Westminster,SW1A 2DY,Pub,51.506462,-0.127464,0.8790565694876084,2.0,6.0,319.6899582412334,162.8536710317367,428
317,618d37ec82095024932e3909,Horse and Guardsman,16-18 Whitehall,City of Westminster,,SW1A 2DY,Pub,51.506508,-0.127361,0.9422074261139404,1.0,,311.6124939796011,157.69541670334027,428
318,4da98bf3cda1652a2b75abef,Bugle Horn,6 The Village,London,Charlton,SE7 8UD,Pub,51.481603,0.036499,0.857658383848738,1.0,,3103.452196182153,1398.025349082945,50
319,4b817c4df964a52068a930e3,The Cross Keys,1 Lawrence St,Kensington,Chelsea,SW3 5NB,Pub,51.483414,-0.170481,0.9334664361828524,1.0,8.5,1195.1996801847522,993.1579108177314,68
320,4b3b5363f964a5207e7225e3,The Phoenix,23 Smith St,London,Chelsea,SW3 4EE,Pub,51.488749,-0.16285,0.9628344849758412,1.0,8.1,633.1713353712148,438.79683451254334,77
321,4dd56b1d6365d68ffa75f789,The Surprise,6 Christchurch Terrace,Chelsea,Chelsea,SW3 4AJ,Pub,51.486266,-0.162709,0.9558151345860844,1.0,7.8,838.8238157554641,687.5336121248098,55
322,4b55f12cf964a520d1f727e3,Coopers Arms,87 Flood St,Chelsea,Chelsea,SW3 5TB,Pub,51.486207,-0.165124,0.9602927952064336,1.0,7.2,945.5574090025996,649.6292029088626,54
323,4bc22283abf49521cf06c293,The Sydney Arms,Sydney St,Chelsea,, Sw3,Pub,51.488642,-0.169781,0.9502774658584202,1.0,6.8,638.1097907962385,437.17733189677887,111
324,4ac518c4f964a5207aa420e3,The Pig's Ear,35 Old Church St,London,Chelsea,SW3 5BS,Pub,51.484409,-0.172349,0.9366418011285008,1.0,7.2,1074.2468772086302,936.0639684465716,71
325,4ac518bcf964a52094a220e3,Chelsea Potter,,Chelsea,Chelsea,SW3 4PL,Pub,51.488446,-0.165872,0.9790397957329432,1.0,6.5,787.3939295458447,396.1193129098799,103
326,4ad785bbf964a520bf0b21e3,De Hems Dutch Cafe Bar,11 Macclesfield St,Soho,West Central,W1D 5BW,Pub,51.512129,-0.131253,0.9901361003816028,2.0,8.1,204.37207615187899,219.85918233508687,1200
327,4adf266af964a520df7721e3,Waxy O'Connor's,14-16 Rupert St,London,Soho,W1D 6DD,Pub,51.51078,-0.132348,0.9889060250394882,2.0,8.3,125.35010269887381,299.6358605536426,1188
328,4ac518d7f964a52057a820e3,The French House,49 Dean St,London,Soho,W1D 5BG,Pub,51.512702,-0.131729,0.9856491210086618,1.0,7.9,262.1161477625925,274.4673570317634,1263
329,4b2a956af964a520ceab24e3,The Lyric,37 Great Windmill St,Soho,Soho,W1D 7LU,Pub,51.511228,-0.134365,0.9888990359750444,1.0,7.9,116.238351449281,427.8175310965752,1182
330,4ad26ce6f964a52091e120e3,O'Neill's,33-37 Wardour St,Soho,Soho,W1D 6PU,Pub,51.511277,-0.132138,0.995382558090774,2.0,7.4,170.35949408242243,273.9423810297736,1199
331,4adcb6b2f964a520022f21e3,The Toucan,19 Carlisle St,London,Soho,W1D 3BY,Pub,51.515128,-0.133094,0.9688986632249408,,7.8,231.51693953085655,498.72430388339166,886
332,4ac518bef964a52020a320e3,The Dog & Duck,18 Bateman St,Soho,Soho,W1D 3AJ,Pub,51.51399,-0.131954,0.9794451614706856,2.0,7.5,292.2195462939285,373.93179807708674,1261
333,4b38d411f964a520d85025e3,The Porcupine,48 Charing Cross Rd,Leicester Square,Covent Garden,WC2H 0BS,Pub,51.51179,-0.128071,0.9875781027951598,1.0,7.2,45.04422644347162,26.52252769338947,1223
334,4ae216c5f964a520978a21e3,Coach & Horses,29 Greek St,Soho,,W1D 5DH,Pub,51.513367,-0.130226,0.9782220751930146,2.0,7.0,241.78252903165657,244.09347493614902,1236
335,4ac518bcf964a52086a220e3,The Blue Posts,28 Rupert St,London,Soho,W1D 6DJ,Pub,51.511101,-0.132428,0.9709953825580908,1.0,7.0,142.33021208796146,296.66763953177195,1203
336,4ac518c3f964a5203ba420e3,The John Snow,39 Broadwick St,London,Soho,W1F 9QJ,Pub,51.513233,-0.136627,0.9780659860871024,2.0,7.1,382.21965714967115,362.829133872605,1076
337,4ace44acf964a52080cf20e3,The George,,Soho,Soho,W1F 8DG,Pub,51.514916,-0.135329,0.9782407126981982,1.0,7.1,364.0673449977632,525.2737007743319,866
338,4be6b69fcf200f4787c8143c,The Cambridge,93 Charing Cross Rd,London,Covent Garden,WC2H 0DP,Pub,51.513616,-0.129526,0.988957278178743,1.0,6.6,248.09701791361985,245.44228988537387,1176
339,4ad771e0f964a5208f0a21e3,The Crown & Two Chairmen,31-32 Dean St,Soho,Soho,W1D 3SB,Beer Bar,51.513917,-0.132365,0.981693310533452,2.0,6.7,311.8424788598495,388.6844746249016,1271
340,4ac518c6f964a52035a520e3,The Spice of Life,6 Moor St,London,Soho,W1D 5NA,Pub,51.513384,-0.129849,0.987484915269242,1.0,6.5,231.66333862634914,231.80231530356562,1236
341,4acf9f24f964a52004d520e3,Waxy's Little Sister,20 Wardour St,London,Soho,W1D 6QG,Night Club,51.511183,-0.131828,0.9768778451316508,1.0,6.3,180.072852841311,254.19695199378873,1194
342,4b7daaeff964a52075cd2fe3,The Montagu Pyke,105-107 Charing Cross Rd,London,Covent Garden,WC2H 0DT,Pub,51.514026,-0.130009,0.989253148573532,1.0,6.6,264.59422348385414,300.5219675094292,1173
343,4b59ea79f964a5209fa028e3,Two Brewers Covent Garden,40 Monmouth St,London,Covent Garden,WC2H 9EP,Pub,51.513391,-0.127373,0.9498022094762396,2.0,6.6,217.49585757999608,210.87153487965998,1020
344,4ad204d6f964a520dfde20e3,Old Coffee House,49 Beak St,Soho,Soho,W1F 9SF,Pub,51.512552,-0.137315,0.9743291662977994,2.0,6.9,349.913251564944,287.06746263181594,993
345,4b535517f964a520b79727e3,The Duke of Argyll,37 Brewer St,Soho,Soho,W1F 0RY,Pub,51.511865,-0.134619,0.9864435446671108,1.0,6.5,189.20417478406938,444.9636822699936,1229
346,4ad4bf4af964a52007e920e3,The Nellie Dean,89 Dean St,London,Soho,W1D 3SU,Beer Garden,51.514734,-0.133425,0.9828069014681696,1.0,6.7,279.98754241893613,504.37887510611006,1007
347,4af33009f964a5208deb21e3,The Three Greyhounds,25 Greek St,London,Soho,W1D 5DD,Pub,51.513367,-0.130226,0.9791143457536774,2.0,6.3,241.78252903165657,244.09347493614902,1236
348,4b6a083af964a52000c32be3,The Queen's Head,15 Denman St,Piccadilly,Soho,W1D 7HN,Pub,51.510803,-0.135356,0.9611501204448772,1.0,6.5,118.65265704485294,413.123001084407,1102
349,4ad70cf9f964a5208b0821e3,The Moon Under Water,28 Leicester Square,London,Leicester Square,WC2H 7LE,Pub,51.510428,-0.129449,0.9925147119806542,1.0,6.1,134.4923494045,153.06251470319953,1261
350,4b3cd581f964a520f68725e3,Golden Lion Soho,51 Dean St,Soho,Soho,W1D 5BH,Pub,51.512428,-0.131804,0.9846683222983772,1.0,6.1,252.40294162610041,266.69744054747184,1265
351,4bad0ecbf964a52040293be3,Three Crowns Piccadilly,19 Babmaes St,Piccadilly,,SW1Y 6HD,Pub,51.508698,-0.135262,0.9536997777477508,1.0,6.6,193.0479796061429,522.5627258402426,793
352,4ace3996f964a5202fcf20e3,The Glasshouse Stores,55 Brewer St,Soho,Soho,W1F 9UJ,Pub,51.511394,-0.135455,0.9570289021111634,1.0,6.3,168.30314241695024,397.0250465973567,1150
353,4b50ca67f964a520b03227e3,The Imperial,5 Leicester St,Soho,Covent Garden,WC2H 7BL,Pub,51.510901,-0.130901,0.9786157924900172,1.0,5.8,178.8404083120248,200.6040944539536,1187
354,4b3fb763f964a52011ad25e3,St James Tavern,45 Great Windmill St,Piccadilly,Soho,W1D 7NE,Pub,51.510864,-0.134037,0.984589112901347,1.0,6.2,72.06593970693919,410.959583620942,1147
355,4b3ba489f964a520cf7725e3,Brewmaster,37 Cranbourn St,London,Covent Garden,WC2H 7AD,Pub,51.511362,-0.127965,0.9959929363855354,1.0,5.9,38.62839339360386,28.28566931451304,1234
356,4b2a77acf964a520bca924e3,The White Horse,45 Rupert St,London,Soho,W1D 7PB,Pub,51.511802,-0.13365,0.955617111093509,1.0,5.8,176.90018583344545,377.57623332551685,1234
357,4ac518bef964a5201fa320e3,Crown,43 Monmouth St,London,Covent Garden,WC2H 9EW,Pub,51.5139,-0.12688,0.9854441084516428,1.0,6.1,202.32288693811046,275.191779125887,934
358,4b0ac68af964a520a42723e3,The Crown - Brewer Street,64 Brewer St,Soho,,W1F 9TP,Arts and Entertainment,51.511308,-0.136148,0.9804026632994908,1.0,6.1,195.98430681670573,349.979224817339,1082
359,4b0196b8f964a520aa4322e3,Tom Cribb,36 Panton St,London,Haymarket,SW1Y 4EA,Pub,51.509557,-0.131901,0.9690617413952968,1.0,5.8,157.98207794812586,339.5670366093326,1070
360,4c5c830d85a1e21e60df5611,Lupo Bar,,,,,Pub,51.512638,-0.131649,0.5555351060707013,1.0,,253.7132862103066,266.30574604217645,1264
361,4cc5c83c914137045f9dcb55,White Horse,Covent Garden,London,,,Pub,51.512826,-0.13257,0.7962058698822576,1.0,,304.46224653690774,332.8052082475633,1324
362,4ac518c3f964a5203aa420e3,Blue Posts,22 Berwick St,Soho,Soho,W1F 0QA,Pub,51.513744,-0.134943,0.9791399723233049,1.0,5.9,398.19513057555207,492.27652318520603,1210
363,5e3f17362598080008bef026,Coach & Horses,2 Old Compton St,London,,W1D 4TA,Pub,51.513928,-0.129794,0.9782570205152338,1.0,,276.8406768855512,284.5764784245718,1164
364,4c0fbb3cc6cf76b0c1bf8251,Glassblower,40-42 Glasshouse St,Piccadilly,Soho,W1B 5JY,Pub,51.510567,-0.136965,0.9805773899105864,1.0,5.9,214.2318832501538,314.2153925468651,877
365,58cfb4e315fb433bd09275c4,The Drum Arms,,,,,Pub,51.510589,-0.135303,0.1135490003308157,1.0,,104.13443795101091,422.50500225858315,1070
366,4ad8a741f964a5204c1321e3,Pillars of Hercules,7 Greek St,Soho,Soho,W1D 4DF,Pub,51.514629,-0.131016,0.9218040173142424,1.0,5.4,203.5798735902132,392.0606868146898,1013
367,4c13a64a82a3c9b680c4fbf8,Watneys Ales,,,The West End,,Pub,51.513568,-0.135233,0.1992419194766588,1.0,,383.2092141297121,465.33303761109084,1231
368,4cd9a1305e1b721e594b40d9,The George Pub,Charing Cross Rd,London,,,Pub,51.515626,-0.130501,0.5345772314917925,1.0,,87.53674500916628,478.4437198286219,756
369,4dc5b57fae608779d142e67e,Star and Garter,,London,,,Pub,51.513563,-0.136518,0.8932676671900699,1.0,,369.3926582145846,388.58375858306016,1042
370,5d8cf68f2a74600007c6f72f,The Beau Brummell,3 Norris St,London,,SW1Y 4RJ,Pub,51.509179,-0.133046,0.927614259555216,1.0,,130.60455759936752,414.9731715810493,989
371,4ac518bbf964a52032a220e3,The Angel,61 St Giles High St,London,Covent Garden,WC2H 8LE,Pub,51.515478,-0.127844,0.9714706389402714,2.0,5.3,196.70075855088982,435.60882953619165,685
372,4aded2f9f964a520c57621e3,Star and Garter,62 Poland St,London,,W1F 7NX,Pub,51.513612,-0.136359,0.9501353548813956,2.0,5.2,376.521650244102,400.75954964806164,1088
373,4ac518c1f964a520e9a320e3,The Warwick,1-3 Warwick St,Soho,Soho,W1B 5LR,Cocktail Bar,51.510712,-0.137335,0.3862040527255022,2.0,5.1,242.58337631702142,284.5064666076668,875
374,61929b88f231606563615bc1,The Flowerhouse Pub,56 Blandford St,London,,W1U 7JA,Pub,51.51841955,-0.1547757110344195,0.3443232488899036,1.0,,453.33120552167,582.3438991411261,175
375,4b33bd53f964a520351e25e3,Kings Head,2b Kings Head Hill,London,Chingford,E4 7EA,Pub,51.631829,-0.001853,0.9778167094552724,1.0,6.8,3434.8853158427123,0.0,47
376,4d6a8e4a30a7236ac17d83ac,Station House,134-138 Station Rd,Chingford,Chingford,E4 6AN,Pub,51.633687,0.009561,0.03904557335955,1.0,6.3,2721.315352442565,814.4206387522659,29
377,4b3cb437f964a520528625e3,The Crown & Anchor,374 Chiswick High Rd,London,Chiswick,W4 5TA,Beer Bar,51.492666,-0.263671,0.9298204742313194,1.0,7.0,410.4326154972007,382.6057828591483,61
378,4ee61a462da504839760f8a4,Connolly's,450 Chiswick High Rd,London,Chiswick,W4 5TT,Pub,51.492919,-0.267456,0.9329678829191924,1.0,7.2,210.7724900190521,646.0370582909868,54
379,504e3928e4b0c8862c1ae038,The Lamb,9 Barley Mow Passage,London,Chiswick,W4 4PH,Pub,51.491775,-0.261921,0.9675124987769136,1.0,6.9,566.1953318204082,261.0718736354792,65
380,5c48c89e054e29002cacbd4e,The Crown,210 Chiswick High Rd,London,,W4 1PD,Pub,51.492774,-0.256828,0.9477031604549416,1.0,7.2,325.7483078579111,34.23748022300388,71
381,5d23b93938c7d60024ed7856,The King of Prussia,363 Regents Park Rd,London,,N3 1DH,Pub,51.600701,-0.194737,0.9793170286225484,1.0,,165.2618012500259,2338.593610432949,77
382,53a6f2ce498eac9e642f0192,No 32 the Old Town,32 The Pavement,Clapham,Clapham,SW4 0JE,Pub,51.46316,-0.14058,0.9681811192753738,1.0,7.8,251.20925188558707,512.63520454559,181
383,4dd937b5fa76ad96d14fda9e,The King & Co,100 Clapham Park Rd,London,Clapham,SW4 7BZ,Beer Bar,51.459409,-0.133983,0.9760741027206098,1.0,8.3,368.01009058334216,434.87196632397445,197
384,4acfb460f964a5206ed520e3,The Bread & Roses,68 Clapham Manor St,Clapham,Clapham,SW4 6DZ,Pub,51.465948,-0.13651,0.9405347100237162,1.0,7.2,492.30345491739416,374.9722013927183,230
385,4ac518bcf964a52084a220e3,The Belle Vue,1 Clapham Common South Side,London,Clapham,SW4 7AA,Pub,51.461781,-0.137666,0.9626131646017864,1.0,6.4,34.71810892507035,352.8941376834416,230
386,4ba7b9b8f964a52069ad39e3,Rose & Crown,2 The Polygon,London,Clapham,SW4 0JG,Pub,51.463605,-0.1415,0.9193205697485336,1.0,6.3,331.4062736039571,577.2462859972779,183
387,4af5e54ef964a52071fe21e3,Prince of Wales,38 Old Town,London,Clapham,SW4 0LB,Pub,51.464024,-0.141795,0.929750583586881,1.0,6.3,378.7621825009865,602.1898207551768,172
388,4ada25f5f964a5201c1f21e3,The Alexandra,14 Clapham Common South Side,London,Clapham,SW4 7AA,Pub,51.461382,-0.138091,0.9856095163101468,1.0,6.0,20.394770506058048,400.65945208774525,225
389,5ae9fcb2c53093002c6aeaf0,The Rectory,,London,,SW4 0DR,Pub,51.46569,-0.140875,0.9233695677496612,1.0,5.8,500.01529000190266,596.0507250539963,162
390,59d00975b9a5a874d8850569,Clapham Tap,128 Clapham Manor St,London,,SW4 6ED,Pub,51.464425,-0.135513,0.9445883674011396,1.0,,362.8401510864663,205.03172758393166,245
391,619a72ff9616d3577fc6e0a0,The Pig’s Head,87 Rectory Grove,London,,SW4 0DR,Pub,51.465686,-0.141043,0.9180765162775312,1.0,,504.3274136129256,606.2816989841502,156
392,4b561150f964a520b6fe27e3,The Grey Goose,100 Clapham Park Rd,London,,SW4 7BZ,Pub,51.459409,-0.133983,0.8567195195251164,1.0,,368.01009058334216,434.87196632397445,197
393,60d7a9a5d95c69162585f6fd,The Saxon,50 Clapham High St,London,,SW4 7UL,Pub,51.463909,-0.132598,0.9667996142036428,1.0,,259.4401151089051,80.06612894921092,267
394,4ace3d36f964a5204ccf20e3,The Dovetail,9-10 Jerusalem Passage,Clerkenwell,Clerkenwell,EC1V 4JP,Pub,51.523231,-0.103987,0.9439150875263838,2.0,8.0,328.5134444362652,690.4859075866963,174
395,4ac518bdf964a520bda220e3,The Eagle - Farringdon Road,159 Farringdon Rd,Clerkenwell,Clerkenwell,EC1R 3AL,Pub,51.524151,-0.109838,0.9620680175751674,2.0,8.3,532.6158513756483,660.0225208646991,154
396,4b21501df964a520003a24e3,The Exmouth Arms,23 Exmouth Market,Clerkenwell,Clerkenwell,EC1R 4QL,Beer Bar,51.525782,-0.10967,0.9820963465830465,2.0,8.3,679.6367421610311,786.0842566794915,137
397,4abdc1c7f964a5206d8b20e3,The Crown Tavern,43 Clerkenwell Green,Clerkenwell,Clerkenwell,EC1R 0EG,Pub,51.523174,-0.105212,0.9746693007673992,2.0,7.4,312.63114738718605,699.5147956222647,158
398,4ad31db8f964a5201ce320e3,The Betsey Trotwood,56 Farringdon Rd,Clerkenwell,The City,EC1R 3BL,Pub,51.523314,-0.108058,0.9670884955339878,1.0,7.4,385.76558299360636,723.0389271221298,161
399,4acdba5cf964a520d8cc20e3,The Gunmakers,13 Eyre St,Clerkenwell,Clerkenwell,EC1R 5ET,Pub,51.522658,-0.110564,0.9216898625949932,2.0,7.5,454.59930778700055,534.9432767854703,147
400,5a60e8bbbd40093d60dc5abb,The Coach,26-28 Ray St,London,Clerkenwell,EC1R 3DJ,Arts and Entertainment,51.523039,-0.109324,0.9204201825543632,1.0,7.2,415.7953730329302,630.5073186763767,159
401,4e2882a218a83a1362331239,The Wilmington,69 Rosebery Ave,London,Clerkenwell,EC1R 4RL,Pub,51.526145,-0.109999,0.9683535161983216,2.0,7.3,725.9525038754676,799.9618946639935,151
402,4ae75018f964a5204baa21e3,Old China Hand,8 Tysoe St,London,Clerkenwell,EC1R 4RQ,Pub,51.526732,-0.109001,0.851235433624855,2.0,7.0,681.9004937233333,813.654825168583,141
403,4ad84c0cf964a520fa1021e3,Old Ivy House,166 Goswell Rd,London,Central,EC1V 7DT,Pub,51.525868,-0.099542,0.8979829560015097,1.0,6.9,569.8365610538973,1004.2373336011999,180
404,4ad3b7b9f964a520e1e520e3,Sekforde Arms,34 Sekforde St,London,Clerkenwell,EC1R 0HA,Pub,51.52424,-0.10438,0.96379897586909,1.0,6.2,434.1917044641749,805.2445525303357,162
405,4c61519c12e5c928573e214c,The City Pride,28 Farringdon Lane,London,Clerkenwell,EC1R 3AN,Pub,51.523041,-0.106942,0.9294197678698728,1.0,6.3,323.194726785969,723.7842485278901,173
406,4ada5f0bf964a520f82121e3,The Horseshoe,24 Clerkenwell Close,London,Clerkenwell,EC1R 0AG,Pub,51.523965,-0.106837,0.9376575451610047,1.0,6.1,417.6485263509167,816.5927617882179,156
407,4b4cb98ff964a520f6bb26e3,The One Tun,125 Saffron Hill,Greater London,The City,EC1N 8QS,Pub,51.519764,-0.106463,0.953725404317378,1.0,6.7,113.96039983446876,393.0924153344862,159
408,4b6c1011f964a520f2212ce3,The Bowler - Brakspear Pubs,28-32 Bowling Green Lane,Clerkenwell,,EC1R 0BJ,Pub,51.524456,-0.107912,0.8946911066484641,1.0,5.5,494.24885052887083,790.2564230673552,151
409,4acdd211f964a52023cd20e3,Apple Tree Clerkenwell,45 Mount Pleasant,London,Clerkenwell,WC1X 0AE,Pub,51.52356,-0.112122,0.896121535171302,1.0,5.9,582.1122474550086,494.1032678757724,170
410,5d26150b972c0d00230bba3d,Dame Alice Owen,,London,,EC1V 4NB,Pub,51.526521,-0.104183,0.9552140750439146,1.0,,677.355550115081,951.1519511815571,156
411,4acdd1a0f964a52021cd20e3,The Duke of York,156 Clerkenwell Rd,London,,EC1R 5DU,Pub,51.521887,-0.110849,0.0889777794344449,1.0,,392.73762489576785,488.2304064240581,153
412,51535ea3e4b04e3a8af3f261,Chandos Arms,31 Colindale Ave,London,The Hyde,NW9 5DS,Pub,51.593168,-0.255475,0.9338158894050442,1.0,7.2,464.6240596683227,734.2652402648695,107
413,51448014e4b0554c23658186,The Charles Holden,198 High St Colliers Wood,Colliers Wood,Wimbledon,SW19 2BH,Pub,51.417956,-0.178677,0.981688651157156,1.0,8.4,55.79601308315054,1759.4505105211047,70
414,4c6800f69cedd13abe5379a1,The Royal Standard,180 High St Colliers Wood,London,Colliers Wood,SW19 2BN,Pub,51.418355,-0.178253,0.9689452569878996,1.0,,21.400870200966988,1779.9118896072257,66
415,4ac518c5f964a520d5a420e3,Princess Louise,208 High Holborn,London,Holborn,WC1V 7BW,Pub,51.51728,-0.121619,0.9895233923986936,1.0,8.2,76.34606869384012,473.88636962546036,243
416,4b1d3fb8f964a5209c0d24e3,The White Hart,191 Drury Lane,Holborn,Covent Garden,WC2B 5QD,Music Venue,51.5145112,-0.1219002,0.9773624202664232,1.0,6.6,228.5142718791921,514.7320287787425,301
417,4ad9cbdbf964a520ee1a21e3,The Old Crown,33 New Oxford St,London,Holborn,WC1A 1BH,Pub,51.516906,-0.125053,0.986476160301182,2.0,6.5,312.4084849591828,632.5182001395191,372
418,4bedbab94daaa593af218f61,The Old Crown Pub,144 Whiston Rd,Hackney,,E2,Pub,51.517013,-0.125079,0.0682458846058866,1.0,,313.5681216304385,643.0905399464104,350
419,4c0e98eb98102d7ffaebe306,The Beaten Docket,50-56 Cricklewood Broadway,Cricklewood,Cricklewood,NW2 3ET,Pub,51.553672,-0.211667,0.983456884461446,1.0,6.8,818.639412650439,2132.655920352444,134
420,4b0c65d1f964a520753c23e3,Brockley Jack,408 Brockley Rd,Brockley,Brockley,SE4 2DH,Concert Hall,51.45343,-0.03847,0.9632398507135836,1.0,7.0,2496.9179212247354,858.3480264575423,49
421,5a42b6f8cf72a02cf1b3dc0c,Small Beer,"22 Topsfield Parade, Tottenham Lane",Crouch End,,N8 8PT,Pub,51.580374,-0.123084,0.957084814626714,1.0,8.7,1590.1927016126606,116.7931197033784,83
422,4b86bdf5f964a520389a31e3,The Kings Head,2 Crouch End Hill,Crouch End,Crouch End,N8 8AA,Comedy Club,51.578209,-0.124311,0.9472535306423884,2.0,7.9,1470.4034207990821,90.01573047461113,80
423,4e569db51838c793c07a6251,Earl Haig Hall,18 Elder Ave,Crouch End,Hornsey,N8 9TH,Pub,51.580708,-0.121688,0.7459917715414615,1.0,7.1,1671.1787473533907,219.19948580187895,94
424,4c6fecd8b3ce224ba71d72c6,Railway Tavern,23 Crouch End Hill,Crouch End,Crouch End,N8 8DH,Pub,51.57761,-0.1244,0.945289603533671,1.0,6.4,1460.788579943899,156.06742697384004,86
425,4ac518c7f964a52050a520e3,Maynard Arms Crouch End,70 Park Rd,London,Crouch End,N8 8SX,Pub,51.581745,-0.126192,0.96943216181082,2.0,6.6,1427.843062087922,243.10822798036656,82
426,4ba2902ff964a520b10438e3,Kiss the Sky,18-20 Park Rd,Crouch End,Hornsey,N8 8TD,Arts and Entertainment,51.580741,-0.124511,0.8638833105800457,1.0,6.1,1504.2681086434766,102.30180743239781,75
427,4f1c4963e4b085450794fe62,The Henry Reader,,London,,,Pub,51.580314,-0.123212,0.1539644303213571,1.0,,1580.1017387350403,105.76589729243072,83
428,4b647ef8f964a52009b82ae3,The Wishing Well,22 Topsfield Parade,London,Crouch End,N8 8PT,Pub,51.58105,-0.122489,0.3779220113595594,1.0,,1648.1145744582975,195.93357744690303,93
429,4d4d3fe913d88cfa8c8e06da,Mourinho's,299 Manchester Rd,London,Poplar,E14 3HN,Pub,51.492255,-0.006589,0.8545668876764156,1.0,,1162.0311486945661,150.03217337570752,42
430,4fb3a31fe4b0271a4c422277,Custom House Hotel Pub,272 Victoria Dock Rd,London,,E16 3BY,Pub,51.510029,0.026677,0.8512004883026358,1.0,6.2,1913.0381238086593,2594.9669896980304,112
431,4bf565ab94af2d7f5ba83b72,Fox,2 Western Gateway,East Ham,,E16 1DR,Pub,51.508935,0.025185,0.9767287450901824,1.0,6.1,1760.4516498756777,2628.6743389108874,102
432,4b61f545f964a520882d2ae3,The Talbot,109 Mortimer Rd,Dalston,Islington,N1 4JY,Pub,51.542808,-0.07915,0.9691129945345516,2.0,8.3,613.4126440428851,195.68238543232496,142
